"species","GO_ID","Term","Ont","GeneRatio","FoldEnrichment","pvalue","p.adjust","Count"
"TrH1","GO:0021830","interneuron migration from the subpallium to the cortex","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0021843","substrate-independent telencephalic tangential interneuron migration","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0021853","cerebral cortex GABAergic interneuron migration","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0021894","cerebral cortex GABAergic interneuron development","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0030137","COPI-coated vesicle","CC","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0031112","positive regulation of microtubule polymerization or depolymerization","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0031435","mitogen-activated protein kinase kinase kinase binding","MF","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0031581","hemidesmosome assembly","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0044319","wound healing, spreading of cells","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0046068","cGMP metabolic process","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0048925","lateral line system development","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0055115","entry into diapause","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0061174","type I terminal bouton","CC","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0061337","cardiac conduction","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0090505","epiboly involved in wound healing","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:1902875","regulation of embryonic pattern specification","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:1904936","interneuron migration","BP","2/306",4.47407407407407,0.0720116947144483,0.204178053173255,2
"TrH1","GO:0098727","maintenance of cell number","BP","7/306",1.92531876138433,0.0720476083115163,0.204178053173255,7
"TrH1","GO:0007519","skeletal muscle tissue development","BP","4/306",2.53249475890985,0.072582467511737,0.20517002364396,4
"TrH1","GO:1902667","regulation of axon guidance","BP","4/306",2.53249475890985,0.072582467511737,0.20517002364396,4
"TrH1","GO:0030100","regulation of endocytosis","BP","8/306",1.82615268329554,0.072605830284963,0.20517002364396,8
"TrH1","GO:0050808","synapse organization","BP","8/306",1.82615268329554,0.072605830284963,0.20517002364396,8
"TrH1","GO:0015075","monoatomic ion transmembrane transporter activity","MF","14/306",1.53522149600581,0.0738305459557979,0.20848138406716,14
"TrH1","GO:0006334","nucleosome assembly","BP","3/306",3.05050505050505,0.0741662751418572,0.208831040435144,3
"TrH1","GO:0008543","fibroblast growth factor receptor signaling pathway","BP","3/306",3.05050505050505,0.0741662751418572,0.208831040435144,3
"TrH1","GO:0035262","gonad morphogenesis","BP","3/306",3.05050505050505,0.0741662751418572,0.208831040435144,3
"TrH1","GO:2000573","positive regulation of DNA biosynthetic process","BP","3/306",3.05050505050505,0.0741662751418572,0.208831040435144,3
"TrH1","GO:0044092","negative regulation of molecular function","BP","19/306",1.42949676133533,0.0743630610064781,0.209235679148848,19
"TrH1","GO:0017076","purine nucleotide binding","MF","16/306",1.48311847759362,0.0749261734232698,0.210423306208035,16
"TrH1","GO:0032553","ribonucleotide binding","MF","16/306",1.48311847759362,0.0749261734232698,0.210423306208035,16
"TrH1","GO:0050773","regulation of dendrite development","BP","6/306",2.03367003367003,0.074998666976735,0.210423306208035,6
"TrH1","GO:0099504","synaptic vesicle cycle","BP","6/306",2.03367003367003,0.074998666976735,0.210423306208035,6
"TrH1","GO:0003697","single-stranded DNA binding","MF","5/306",2.20760233918129,0.0759651811371555,0.212832085318171,5
"TrH1","GO:0055002","striated muscle cell development","BP","5/306",2.20760233918129,0.0759651811371555,0.212832085318171,5
"TrH1","GO:0010769",NA,NA,"10/306",1.67777777777778,0.0761136589727175,0.212945382306922,10
"TrH1","GO:0035107","appendage morphogenesis","BP","10/306",1.67777777777778,0.0761136589727175,0.212945382306922,10
"TrH1","GO:0002429","immune response-activating cell surface receptor signaling pathway","BP","4/306",2.48559670781893,0.0766400206580387,0.213659802994334,4
"TrH1","GO:0005924",NA,NA,"4/306",2.48559670781893,0.0766400206580387,0.213659802994334,4
"TrH1","GO:0022408","negative regulation of cell-cell adhesion","BP","4/306",2.48559670781893,0.0766400206580387,0.213659802994334,4
"TrH1","GO:0046330","positive regulation of JNK cascade","BP","4/306",2.48559670781893,0.0766400206580387,0.213659802994334,4
"TrH1","GO:0051588","regulation of neurotransmitter transport","BP","4/306",2.48559670781893,0.0766400206580387,0.213659802994334,4
"TrH1","GO:0008037","cell recognition","BP","6/306",2.01333333333333,0.0778975933728909,0.217012235389354,6
"TrH1","GO:0035639","purine ribonucleoside triphosphate binding","MF","14/306",1.52031643293779,0.0785354059235447,0.218634583439699,14
"TrH1","GO:0032535","regulation of cellular component size","BP","13/306",1.54688731284476,0.0791958776743566,0.220145105175492,13
"TrH1","GO:0008306","associative learning","BP","5/306",2.17893217893218,0.0793651253510459,0.220145105175492,5
"TrH1","GO:0046822","regulation of nucleocytoplasmic transport","BP","5/306",2.17893217893218,0.0793651253510459,0.220145105175492,5
"TrH1","GO:0006110","regulation of glycolytic process","BP","3/306",2.96078431372549,0.0796265386513872,0.220145105175492,3
"TrH1","GO:0010717","regulation of epithelial to mesenchymal transition","BP","3/306",2.96078431372549,0.0796265386513872,0.220145105175492,3
"TrH1","GO:0030811","regulation of nucleotide catabolic process","BP","3/306",2.96078431372549,0.0796265386513872,0.220145105175492,3
"TrH1","GO:0048704","embryonic skeletal system morphogenesis","BP","3/306",2.96078431372549,0.0796265386513872,0.220145105175492,3
"TrH1","GO:0061097","regulation of protein tyrosine kinase activity","BP","3/306",2.96078431372549,0.0796265386513872,0.220145105175492,3
"TrH1","GO:0000289","nuclear-transcribed mRNA poly(A) tail shortening","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0001091","RNA polymerase II general transcription initiation factor binding","MF","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0001221","transcription coregulator binding","MF","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0003203","endocardial cushion morphogenesis","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0010712","regulation of collagen metabolic process","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0010826","negative regulation of centrosome duplication","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0016198","axon choice point recognition","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0016199","axon midline choice point recognition","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0021955","central nervous system neuron axonogenesis","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0030513","positive regulation of BMP signaling pathway","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0043014","alpha-tubulin binding","MF","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0048067","cuticle pigmentation","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0048708","astrocyte differentiation","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0048713","regulation of oligodendrocyte differentiation","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0050996","positive regulation of lipid catabolic process","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0051019","mitogen-activated protein kinase binding","MF","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0060428","lung epithelium development","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0071276","cellular response to cadmium ion","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0090313","regulation of protein targeting to membrane","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:2000826","regulation of heart morphogenesis","BP","2/306",4.19444444444444,0.0807273371784641,0.220145105175492,2
"TrH1","GO:0033273","response to vitamin","BP","4/306",2.44040404040404,0.0808092255679696,0.220145105175492,4
"TrH1","GO:0042383","sarcolemma","CC","4/306",2.44040404040404,0.0808092255679696,0.220145105175492,4
"TrH1","GO:0048580","regulation of post-embryonic development","BP","8/306",1.77777777777778,0.0819461632927047,0.223088242886631,8
"TrH1","GO:0010976","positive regulation of neuron projection development","BP","9/306",1.70621468926554,0.0825834037937367,0.224458366157017,9
"TrH1","GO:0034762","regulation of transmembrane transport","BP","9/306",1.70621468926554,0.0825834037937367,0.224458366157017,9
"TrH1","GO:0043086","negative regulation of catalytic activity","BP","13/306",1.53599374021909,0.082620266183113,0.224458366157017,13
"TrH1","GO:0051259","protein complex oligomerization","BP","12/306",1.56679636835279,0.0830656581037687,0.225512964356099,12
"TrH1","GO:0005085","guanyl-nucleotide exchange factor activity","MF","6/306",1.97385620915033,0.0838828384588568,0.227105871706603,6
"TrH1","GO:0019098","reproductive behavior","BP","6/306",1.97385620915033,0.0838828384588568,0.227105871706603,6
"TrH1","GO:0031345","negative regulation of cell projection organization","BP","6/306",1.97385620915033,0.0838828384588568,0.227105871706603,6
"TrH1","GO:0032409","regulation of transporter activity","BP","6/306",1.97385620915033,0.0838828384588568,0.227105871706603,6
"TrH1","GO:0006457","protein folding","BP","7/306",1.84951881014873,0.0850797145085007,0.229563074443866,7
"TrH1","GO:0032587","ruffle membrane","CC","3/306",2.87619047619048,0.0852563016199442,0.229563074443866,3
"TrH1","GO:0045580","regulation of T cell differentiation","BP","3/306",2.87619047619048,0.0852563016199442,0.229563074443866,3
"TrH1","GO:0050851","antigen receptor-mediated signaling pathway","BP","3/306",2.87619047619048,0.0852563016199442,0.229563074443866,3
"TrH1","GO:0060281","regulation of oocyte development","BP","3/306",2.87619047619048,0.0852563016199442,0.229563074443866,3
"TrH1","GO:0070063","RNA polymerase binding","MF","3/306",2.87619047619048,0.0852563016199442,0.229563074443866,3
"TrH1","GO:1901343","negative regulation of vasculature development","BP","3/306",2.87619047619048,0.0852563016199442,0.229563074443866,3
"TrH1","GO:1990089","response to nerve growth factor","BP","3/306",2.87619047619048,0.0852563016199442,0.229563074443866,3
"TrH1","GO:0009991",NA,NA,"16/306",1.45498343872328,0.0853291637769294,0.229602432497376,16
"TrH1","GO:0004721","phosphoprotein phosphatase activity","MF","5/306",2.12376933895921,0.08640552891339,0.232023566060343,5
"TrH1","GO:0005261","monoatomic cation channel activity","MF","5/306",2.12376933895921,0.08640552891339,0.232023566060343,5
"TrH1","GO:0048839","inner ear development","BP","5/306",2.12376933895921,0.08640552891339,0.232023566060343,5
"TrH1","GO:0032102","negative regulation of response to external stimulus","BP","6/306",1.9546925566343,0.0869686477005026,0.233059421641999,6
"TrH1","GO:0043292","contractile muscle fiber","CC","6/306",1.9546925566343,0.0869686477005026,0.233059421641999,6
"TrH1","GO:0110053","regulation of actin filament organization","BP","6/306",1.9546925566343,0.0869686477005026,0.233059421641999,6
"TrH1","GO:0051054","positive regulation of DNA metabolic process","BP","7/306",1.83506944444444,0.0878380061556278,0.235069531748462,7
"TrH1","GO:0051606","detection of stimulus","BP","7/306",1.83506944444444,0.0878380061556278,0.235069531748462,7
"TrH1","GO:0031625","ubiquitin protein ligase binding","MF","9/306",1.67777777777778,0.0894454587837541,0.236173562361936,9
"TrH1","GO:0006368","transcription elongation by RNA polymerase II","BP","4/306",2.35477582846004,0.0894764145850107,0.236173562361936,4
"TrH1","GO:0007528","neuromuscular junction development","BP","4/306",2.35477582846004,0.0894764145850107,0.236173562361936,4
"TrH1","GO:0034728","nucleosome organization","BP","4/306",2.35477582846004,0.0894764145850107,0.236173562361936,4
"TrH1","GO:0040018","positive regulation of multicellular organism growth","BP","4/306",2.35477582846004,0.0894764145850107,0.236173562361936,4
"TrH1","GO:0001725","stress fiber","CC","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","MF","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0030397","membrane disassembly","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0032451","demethylase activity","MF","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0035020","regulation of Rac protein signal transduction","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0042509","regulation of tyrosine phosphorylation of STAT protein","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0045117","azole transmembrane transport","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0045600","positive regulation of fat cell differentiation","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0046606","negative regulation of centrosome cycle","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0046850","regulation of bone remodeling","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0051081","nuclear membrane disassembly","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0060251","regulation of glial cell proliferation","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0061001","regulation of dendritic spine morphogenesis","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0071868","cellular response to monoamine stimulus","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0071870","cellular response to catecholamine stimulus","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0090504","epiboly","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0097517","contractile actin filament bundle","CC","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0098659","inorganic cation import across plasma membrane","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0099587","inorganic ion import across plasma membrane","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:2000725","regulation of cardiac muscle cell differentiation","BP","2/306",3.94771241830065,0.0897483501821868,0.236173562361936,2
"TrH1","GO:0030098","lymphocyte differentiation","BP","5/306",2.09722222222222,0.0900447039566443,0.236637481998061,5
"TrH1","GO:0055001","muscle cell development","BP","5/306",2.09722222222222,0.0900447039566443,0.236637481998061,5
"TrH1","GO:0071103","DNA conformation change","BP","7/306",1.82084409991387,0.0906466172048085,0.238060602945606,7
"TrH1","GO:0032008","positive regulation of TOR signaling","BP","3/306",2.7962962962963,0.0910504616894816,0.238485661116237,3
"TrH1","GO:0035152","regulation of tube architecture, open tracheal system","BP","3/306",2.7962962962963,0.0910504616894816,0.238485661116237,3
"TrH1","GO:0043470","regulation of carbohydrate catabolic process","BP","3/306",2.7962962962963,0.0910504616894816,0.238485661116237,3
"TrH1","GO:0051250","negative regulation of lymphocyte activation","BP","3/306",2.7962962962963,0.0910504616894816,0.238485661116237,3
"TrH1","GO:0007155","cell adhesion","BP","9/306",1.66850828729282,0.0918058322453268,0.240304509104302,9
"TrH1","GO:0005911","cell-cell junction","CC","8/306",1.73189964157706,0.0919664304996441,0.240565142023621,8
"TrH1","GO:0051262","protein tetramerization","BP","6/306",1.91746031746032,0.0933250802973843,0.243866935900655,6
"TrH1","GO:0007517","muscle organ development","BP","7/306",1.80683760683761,0.093505367182868,0.243866935900655,7
"TrH1","GO:1901215",NA,NA,"7/306",1.80683760683761,0.093505367182868,0.243866935900655,7
"TrH1","GO:0010564","regulation of cell cycle process","BP","19/306",1.38599033816425,0.0936069857344668,0.243866935900655,19
"TrH1","GO:0045321","leukocyte activation","BP","15/306",1.45472061657033,0.0937182915797109,0.243866935900655,15
"TrH1","GO:1900542","regulation of purine nucleotide metabolic process","BP","5/306",2.07133058984911,0.0937622378616157,0.243866935900655,5
"TrH1","GO:0006354","DNA-templated transcription elongation","BP","4/306",2.31417624521073,0.0939710491205214,0.243866935900655,4
"TrH1","GO:0009583","detection of light stimulus","BP","4/306",2.31417624521073,0.0939710491205214,0.243866935900655,4
"TrH1","GO:0009897","external side of plasma membrane","CC","4/306",2.31417624521073,0.0939710491205214,0.243866935900655,4
"TrH1","GO:0030055","cell-substrate junction","CC","4/306",2.31417624521073,0.0939710491205214,0.243866935900655,4
"TrH1","GO:0035258",NA,NA,"4/306",2.31417624521073,0.0939710491205214,0.243866935900655,4
"TrH1","GO:0097525","spliceosomal snRNP complex","CC","4/306",2.31417624521073,0.0939710491205214,0.243866935900655,4
"TrH1","GO:0032103","positive regulation of response to external stimulus","BP","7/306",1.7930449533503,0.0964140510029546,0.249601108318558,7
"TrH1","GO:1901987","regulation of cell cycle phase transition","BP","12/306",1.52525252525253,0.0965492662899266,0.249601108318558,12
"TrH1","GO:0022610",NA,NA,"9/306",1.65027322404372,0.0966358300111198,0.249601108318558,9
"TrH1","GO:0006513","protein monoubiquitination","BP","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0019209","kinase activator activity","MF","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0021885","forebrain cell migration","BP","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0022029","telencephalon cell migration","BP","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0032154","cleavage furrow","CC","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0042734","presynaptic membrane","CC","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0043407","negative regulation of MAP kinase activity","BP","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0045495","pole plasm","CC","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0045921","positive regulation of exocytosis","BP","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0072009","nephron epithelium development","BP","3/306",2.72072072072072,0.0970037792856498,0.249601108318558,3
"TrH1","GO:0051651","maintenance of location in cell","BP","5/306",2.04607046070461,0.0975573405516345,0.250698198471019,5
"TrH1","GO:1902905","positive regulation of supramolecular fiber organization","BP","5/306",2.04607046070461,0.0975573405516345,0.250698198471019,5
"TrH1","GO:0035108","limb morphogenesis","BP","4/306",2.27495291902072,0.0985706478396286,0.252066424246219,4
"TrH1","GO:0003197","endocardial cushion development","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0014016","neuroblast differentiation","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0021532","neural tube patterning","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0021854","hypothalamus development","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0032418","lysosome localization","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0035075","response to ecdysone","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0045505","dynein intermediate chain binding","MF","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0050729","positive regulation of inflammatory response","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0060612","adipose tissue development","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0071867","response to monoamine","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0071869","response to catecholamine","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:1900101","regulation of endoplasmic reticulum unfolded protein response","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:2000171","negative regulation of dendrite development","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:2000279","negative regulation of DNA biosynthetic process","BP","2/306",3.7283950617284,0.0990489323078116,0.252066424246219,2
"TrH1","GO:0032496","response to lipopolysaccharide","BP","7/306",1.77946127946128,0.0993724392569021,0.252726551968199,7
"TrH1","GO:0051493","regulation of cytoskeleton organization","BP","12/306",1.51378446115288,0.100632713934677,0.255766704274981,12
"TrH1","GO:0006140","regulation of nucleotide metabolic process","BP","5/306",2.02141900937082,0.101429166118462,0.257624853633361,5
"TrH1","GO:0048569",NA,NA,"11/306",1.5443979544398,0.101649780164815,0.258018952614103,11
"TrH1","GO:0002237","response to molecule of bacterial origin","BP","7/306",1.76608187134503,0.102380278526595,0.259538944020475,7
"TrH1","GO:0034774","secretory granule lumen","CC","7/306",1.76608187134503,0.102380278526595,0.259538944020475,7
"TrH1","GO:0000132","establishment of mitotic spindle orientation","BP","3/306",2.64912280701754,0.103110898747526,0.26021969453441,3
"TrH1","GO:0001837","epithelial to mesenchymal transition","BP","3/306",2.64912280701754,0.103110898747526,0.26021969453441,3
"TrH1","GO:0002698","negative regulation of immune effector process","BP","3/306",2.64912280701754,0.103110898747526,0.26021969453441,3
"TrH1","GO:0006977","DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","BP","3/306",2.64912280701754,0.103110898747526,0.26021969453441,3
"TrH1","GO:0030431","sleep","BP","3/306",2.64912280701754,0.103110898747526,0.26021969453441,3
"TrH1","GO:0051196",NA,NA,"3/306",2.64912280701754,0.103110898747526,0.26021969453441,3
"TrH1","GO:1902692","regulation of neuroblast proliferation","BP","3/306",2.64912280701754,0.103110898747526,0.26021969453441,3
"TrH1","GO:0000041","transition metal ion transport","BP","4/306",2.23703703703704,0.1032733003418,0.260462795871642,4
"TrH1","GO:0050807","regulation of synapse organization","BP","9/306",1.62365591397849,0.104152816733032,0.262513045755506,9
"TrH1","GO:0001709","cell fate determination","BP","5/306",1.9973544973545,0.105376814725447,0.264920538040632,5
"TrH1","GO:0014069","postsynaptic density","CC","5/306",1.9973544973545,0.105376814725447,0.264920538040632,5
"TrH1","GO:0043279","response to alkaloid","BP","5/306",1.9973544973545,0.105376814725447,0.264920538040632,5
"TrH1","GO:0043524","negative regulation of neuron apoptotic process","BP","5/306",1.9973544973545,0.105376814725447,0.264920538040632,5
"TrH1","GO:0015849","organic acid transport","BP","6/306",1.84709480122324,0.106766153762893,0.268071451040335,6
"TrH1","GO:0046942","carboxylic acid transport","BP","6/306",1.84709480122324,0.106766153762893,0.268071451040335,6
"TrH1","GO:0001775","cell activation","BP","16/306",1.40546829552065,0.107023562270809,0.268546710675702,16
"TrH1","GO:0007219","Notch signaling pathway","BP","4/306",2.20036429872495,0.108077012155704,0.268919030242849,4
"TrH1","GO:0032874","positive regulation of stress-activated MAPK cascade","BP","4/306",2.20036429872495,0.108077012155704,0.268919030242849,4
"TrH1","GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","BP","4/306",2.20036429872495,0.108077012155704,0.268919030242849,4
"TrH1","GO:0032886","regulation of microtubule-based process","BP","8/306",1.66735679779158,0.108260053480407,0.268919030242849,8
"TrH1","GO:0070507","regulation of microtubule cytoskeleton organization","BP","7/306",1.73991769547325,0.10854317838604,0.268919030242849,7
"TrH1","GO:0001956","positive regulation of neurotransmitter secretion","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0002886","regulation of myeloid leukocyte mediated immunity","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0003179","heart valve morphogenesis","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0021772","olfactory bulb development","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0021988","olfactory lobe development","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0030717","oocyte karyosome formation","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0031519","PcG protein complex","CC","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0031952","regulation of protein autophosphorylation","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0032432","actin filament bundle","CC","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0048102","autophagic cell death","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0060043","regulation of cardiac muscle cell proliferation","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0060443","mammary gland morphogenesis","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0061988","karyosome formation","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0071300","cellular response to retinoic acid","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:1900181","negative regulation of protein localization to nucleus","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:2000179","positive regulation of neural precursor cell proliferation","BP","2/306",3.53216374269006,0.108604539864692,0.268919030242849,2
"TrH1","GO:0031497",NA,NA,"3/306",2.58119658119658,0.109366368080984,0.269869947895835,3
"TrH1","GO:0040025","vulval development","BP","3/306",2.58119658119658,0.109366368080984,0.269869947895835,3
"TrH1","GO:0042246","tissue regeneration","BP","3/306",2.58119658119658,0.109366368080984,0.269869947895835,3
"TrH1","GO:0072431",NA,NA,"3/306",2.58119658119658,0.109366368080984,0.269869947895835,3
"TrH1","GO:1902400",NA,NA,"3/306",2.58119658119658,0.109366368080984,0.269869947895835,3
"TrH1","GO:0002253","activation of immune response","BP","5/306",1.97385620915033,0.109399334535146,0.269869947895835,5
"Auco","GO:0015079","potassium ion transmembrane transporter activity","MF","32/547",12.3068292805089,2.40807728027496e-27,7.03762164909348e-24,32
"Auco","GO:0071804",NA,NA,"32/547",12.1405207767182,4.10436721370148e-27,7.03762164909348e-24,32
"Auco","GO:0071805","potassium ion transmembrane transport","BP","32/547",12.1405207767182,4.10436721370148e-27,7.03762164909348e-24,32
"Auco","GO:0006813","potassium ion transport","BP","32/547",11.0913399688537,1.31711373951111e-25,1.69380826901128e-22,32
"Auco","GO:0005267","potassium channel activity","MF","24/547",15.3136114342696,9.60239762093719e-24,9.87894667242018e-21,24
"Auco","GO:0005261","monoatomic cation channel activity","MF","35/547",7.55864154127408,1.82134718398575e-21,1.56150165240378e-18,35
"Auco","GO:0005249","voltage-gated potassium channel activity","MF","21/547",15.5151063215626,4.32267832574293e-21,3.17655104394595e-18,21
"Auco","GO:0009612","response to mechanical stimulus","BP","43/547",5.38938854792374,6.87607490549436e-20,4.42131616423287e-17,43
"Auco","GO:0071435",NA,NA,"14/547",24.5655850091408,5.05602354900502e-19,2.73118719348617e-16,14
"Auco","GO:0015271","outward rectifier potassium channel activity","MF","15/547",22.1644376022323,5.30946188469317e-19,2.73118719348617e-16,15
"Auco","GO:0022843","voltage-gated monoatomic cation channel activity","MF","23/547",10.7620658135283,2.11846104970726e-18,9.90669421790376e-16,23
"Auco","GO:0046873","metal ion transmembrane transporter activity","MF","42/547",5.01765140612237,3.02470036051221e-18,1.29658822120623e-15,42
