"minpct","logfc","species","cluster","n_genes","genes"
0.05,0.35,"TrH1","TrH1_lipophil",515,"OG0006047;OG0004493;OG0000316;OG0006606;OG0004948;OG0005819;OG0000657;OG0000426;OG0000335;OG0003151;OG0008162;OG0005810;OG0007350;OG0005541;OG0000540;OG0000645;OG0003276;OG0007223;OG0005452;OG0000190;OG0005400;OG0005809;OG0000599;OG0005946;OG0005963;OG0005944;OG0001178;OG0006587;OG0004917;OG0002469;OG0006531;OG0001284;OG0002098;OG0005883;OG0001795;OG0002110;OG0000455;OG0002112;OG0000054;OG0001698;OG0000568;OG0004136;OG0005403;OG0001554;OG0004389;OG0000464;OG0005334;OG0004235;OG0002498;OG0008429;OG0000480;OG0001446;OG0004953;OG0000985;OG0004008;OG0005257;OG0001695;OG0006584;OG0006497;OG0004066;OG0007083;OG0004985;OG0002666;OG0007301;OG0008352;OG0005986;OG0001105;OG0000139;OG0003520;OG0006697;OG0003152;OG0004602;OG0003852;OG0007406;OG0006423;OG0003353;OG0006625;OG0004231;OG0004818;OG0001510;OG0002430;OG0005729;OG0001956;OG0005388;OG0001481;OG0005504;OG0006758;OG0006745;OG0004890;OG0000503;OG0002453;OG0000419;OG0004924;OG0004737;OG0002752;OG0007156;OG0004118;OG0001522;OG0002673;OG0002852;OG0007121;OG0003439;OG0001566;OG0004422;OG0005181;OG0003763;OG0002268;OG0007075;OG0000557;OG0007869;OG0000035;OG0001383;OG0001946;OG0004628;OG0007890;OG0006280;OG0007210;OG0004349;OG0007322;OG0001818;OG0002484;OG0005559;OG0000491;OG0003423;OG0001228;OG0002919;OG0005825;OG0000884;OG0007077;OG0003389;OG0003171;OG0002996;OG0000579;OG0006694;OG0000330;OG0005799;OG0001156;OG0000132;OG0007018;OG0007277;OG0005109;OG0005975;OG0005490;OG0004209;OG0007558;OG0002936;OG0005678;OG0005925;OG0001732;OG0005667;OG0004659;OG0006234;OG0005106;OG0003504;OG0003943;OG0005305;OG0002094;OG0004966;OG0006207;OG0007625;OG0001658;OG0001262;OG0005675;OG0003362;OG0002193;OG0007820;OG0000260;OG0003814;OG0006546;OG0007871;OG0006768;OG0005588;OG0004217;OG0005312;OG0001134;OG0000644;OG0000852;OG0000611;OG0004705;OG0000569;OG0006542;OG0003840;OG0005889;OG0003833;OG0001371;OG0002902;OG0000085;OG0004693;OG0001620;OG0002786;OG0007676;OG0000558;OG0001268;OG0006863;OG0000128;OG0002410;OG0003374;OG0000861;OG0004041;OG0006441;OG0003910;OG0001360;OG0003461;OG0004027;OG0004682;OG0003164;OG0003524;OG0004439;OG0003989;OG0004984;OG0006695;OG0004914;OG0006756;OG0001528;OG0005873;OG0006334;OG0007002;OG0007662;OG0004968;OG0001645;OG0005309;OG0006997;OG0000585;OG0007236;OG0003628;OG0002695;OG0003897;OG0006240;OG0002705;OG0004633;OG0001738;OG0001309;OG0001810;OG0001278;OG0004920;OG0002828;OG0000126;OG0006828;OG0005316;OG0004714;OG0002226;OG0002218;OG0001673;OG0004732;OG0008390;OG0005849;OG0006466;OG0004678;OG0001995;OG0005750;OG0006506;OG0001546;OG0005711;OG0002898;OG0007414;OG0006015;OG0006665;OG0004739;OG0000027;OG0000574;OG0003386;OG0004516;OG0004246;OG0004594;OG0005805;OG0002034;OG0005152;OG0001239;OG0003857;OG0007144;OG0007034;OG0005964;OG0003168;OG0003614;OG0005362;OG0006738;OG0004225;OG0003051;OG0006715;OG0006518;OG0007126;OG0005220;OG0006348;OG0007838;OG0004987;OG0006458;OG0004554;OG0012477;OG0006324;OG0005016;OG0006766;OG0000285;OG0001089;OG0005731;OG0002875;OG0003913;OG0005767;OG0002930;OG0004355;OG0004243;OG0003264;OG0005258;OG0005383;OG0002208;OG0000127;OG0003033;OG0005846;OG0000238;OG0004447;OG0005384;OG0001172;OG0006293;OG0004873;OG0004916;OG0001693;OG0004561;OG0001359;OG0005610;OG0002194;OG0006686;OG0005254;OG0006262;OG0006787;OG0003995;OG0009041;OG0005418;OG0005574;OG0007417;OG0005673;OG0002077;OG0004216;OG0003815;OG0004700;OG0005503;OG0005796;OG0005495;OG0005786;OG0005348;OG0002599;OG0007375;OG0007555;OG0004424;OG0005361;OG0004302;OG0004742;OG0004583;OG0003630;OG0005972;OG0005905;OG0000225;OG0004102;OG0006043;OG0004074;OG0004634;OG0001196;OG0005955;OG0005366;OG0006065;OG0003262;OG0001813;OG0001782;OG0002664;OG0002310;OG0005190;OG0005990;OG0007399;OG0006553;OG0002857;OG0001334;OG0003444;OG0005124;OG0007282;OG0005562;OG0000422;OG0004341;OG0001351;OG0003479;OG0005909;OG0009418;OG0004740;OG0004139;OG0000521;OG0004823;OG0006589;OG0002993;OG0003460;OG0007843;OG0004350;OG0002205;OG0001143;OG0005736;OG0005870;OG0003657;OG0003915;OG0004880;OG0005876;OG0003267;OG0005379;OG0001302;OG0003661;OG0006359;OG0001805;OG0004930;OG0005722;OG0003452;OG0004425;OG0005792;OG0005596;OG0003060;OG0005968;OG0006663;OG0002915;OG0005437;OG0007248;OG0006677;OG0003883;OG0005703;OG0003990;OG0005196;OG0006177;OG0002569;OG0006626;OG0001549;OG0006691;OG0004897;OG0006773;OG0001063;OG0004524;OG0002645;OG0005597;OG0005156;OG0004016;OG0001622;OG0006344;OG0004134;OG0005868;OG0003039;OG0004841;OG0004862;OG0003250;OG0001023;OG0003251;OG0007047;OG0003889;OG0003979;OG0005989;OG0005701;OG0005741;OG0005447;OG0002622;OG0004703;OG0006269;OG0006009;OG0004076;OG0005350;OG0004415;OG0001428;OG0007271;OG0007188;OG0002991;OG0005806;OG0005429;OG0006409;OG0001482;OG0005855;OG0000779;OG0002269;OG0005709;OG0007262;OG0004109;OG0002480;OG0003347;OG0004829;OG0006859;OG0005433;OG0005458;OG0005466;OG0004455;OG0004837;OG0005640;OG0006646;OG0007329;OG0005960;OG0001567;OG0002874;OG0003078;OG0003046;OG0004611;OG0005238;OG0003403;OG0006186;OG0005357;OG0003835;OG0006561;OG0000472;OG0000902;OG0005332;OG0005308;OG0006692;OG0005612;OG0004436;OG0000621;OG0004661;OG0004944;OG0007192;OG0005520;OG0004113;OG0007655;OG0003356;OG0001804;OG0001790;OG0001748;OG0008266;OG0003728;OG0001440"
0.05,0.35,"TrH1","TrH1_trans",19,"OG0004823;OG0006344;OG0001158;OG0000991;OG0005357;OG0001821;OG0005741;OG0000644;OG0006458;OG0000027;OG0000847;OG0001567;OG0006762;OG0004986;OG0000166;OG0006859;OG0006405;OG0001167;OG0002226"
0.05,0.35,"TrH1","TrH1_fibre",534,"OG0001958;OG0000809;OG0001830;OG0001078;OG0000374;OG0003833;OG0001555;OG0001288;OG0003313;OG0000430;OG0002670;OG0000643;OG0001370;OG0003158;OG0000391;OG0002448;OG0001805;OG0001956;OG0005765;OG0003528;OG0004018;OG0001213;OG0001683;OG0000011;OG0001286;OG0007409;OG0000252;OG0000035;OG0002050;OG0000020;OG0000216;OG0007144;OG0003354;OG0000823;OG0005537;OG0001239;OG0002384;OG0000132;OG0007813;OG0000611;OG0001510;OG0000000;OG0000232;OG0005142;OG0003164;OG0001248;OG0003524;OG0004906;OG0002453;OG0002098;OG0001462;OG0004842;OG0005016;OG0005614;OG0005403;OG0006686;OG0004529;OG0003889;OG0004922;OG0003665;OG0000447;OG0005309;OG0000118;OG0006570;OG0003461;OG0005990;OG0003386;OG0003276;OG0004924;OG0002208;OG0005889;OG0001924;OG0004909;OG0001068;OG0000247;OG0001414;OG0000908;OG0007126;OG0005761;OG0000589;OG0004359;OG0003615;OG0003058;OG0003671;OG0001046;OG0000279;OG0001351;OG0000426;OG0002703;OG0005455;OG0005946;OG0005572;OG0004914;OG0003495;OG0005975;OG0001995;OG0003362;OG0004705;OG0002112;OG0005443;OG0000596;OG0005721;OG0009416;OG0001554;OG0005136;OG0004987;OG0000718;OG0000225;OG0003628;OG0001693;OG0001833;OG0007558;OG0006531;OG0004209;OG0003847;OG0005621;OG0007192;OG0004890;OG0005144;OG0004714;OG0008266;OG0005955;OG0000455;OG0007820;OG0004341;OG0000905;OG0000585;OG0000472;OG0000821;OG0002110;OG0004628;OG0002989;OG0002786;OG0003943;OG0003538;OG0000775;OG0010860;OG0001481;OG0000464;OG0005810;OG0005964;OG0004425;OG0002218;OG0005334;OG0001175;OG0005736;OG0002034;OG0002094;OG0004701;OG0012477;OG0003423;OG0008333;OG0004117;OG0004334;OG0003279;OG0006466;OG0000127;OG0002852;OG0005873;OG0004818;OG0001567;OG0009134;OG0002077;OG0005963;OG0003763;OG0004136;OG0004725;OG0001580;OG0005839;OG0003074;OG0005401;OG0007601;OG0001134;OG0004027;OG0004377;OG0007839;OG0004385;OG0001334;OG0003815;OG0004659;OG0007018;OG0001173;OG0002194;OG0001367;OG0001440;OG0002597;OG0003880;OG0001946;OG0001960;OG0001143;OG0004422;OG0004913;OG0001767;OG0005383;OG0005591;OG0005588;OG0000237;OG0000246;OG0005538;OG0000986;OG0004953;OG0004217;OG0001418;OG0003601;OG0003439;OG0002410;OG0006745;OG0005433;OG0008373;OG0003503;OG0006542;OG0004678;OG0007034;OG0000521;OG0007871;OG0005181;OG0006665;OG0007625;OG0005365;OG0005988;OG0004859;OG0003614;OG0005305;OG0006007;OG0005775;OG0004066;OG0002268;OG0007248;OG0000191;OG0005366;OG0006280;OG0005434;OG0007371;OG0001360;OG0000800;OG0005574;OG0006446;OG0003657;OG0002484;OG0006663;OG0000238;OG0006344;OG0001109;OG0002898;OG0005849;OG0006773;OG0005466;OG0002231;OG0005430;OG0000419;OG0005905;OG0004246;OG0005215;OG0003979;OG0004920;OG0007406;OG0005204;OG0001695;OG0006756;OG0000278;OG0007236;OG0005418;OG0005727;OG0005124;OG0006758;OG0004647;OG0003788;OG0002461;OG0003356;OG0000770;OG0001669;OG0000497;OG0003993;OG0004719;OG0001642;OG0006518;OG0004710;OG0008439;OG0005312;OG0007210;OG0003060;OG0005972;OG0005437;OG0000209;OG0006282;OG0001620;OG0006611;OG0007075;OG0007880;OG0006793;OG0004857;OG0004113;OG0002476;OG0004081;OG0003990;OG0006692;OG0002234;OG0007047;OG0007796;OG0006668;OG0002498;OG0006458;OG0001156;OG0006715;OG0001628;OG0005361;OG0001116;OG0005750;OG0004880;OG0005490;OG0005141;OG0005805;OG0007140;OG0003444;OG0003247;OG0009418;OG0003857;OG0007329;OG0004682;OG0005190;OG0006695;OG0000984;OG0006656;OG0003374;OG0004302;OG0008432;OG0003479;OG0005384;OG0000539;OG0007414;OG0001302;OG0006766;OG0007156;OG0005106;OG0004139;OG0002258;OG0001278;OG0003033;OG0007555;OG0001287;OG0007280;OG0005562;OG0005447;OG0004966;OG0004076;OG0000180;OG0004581;OG0001482;OG0006064;OG0003897;OG0000703;OG0002673;OG0006589;OG0004220;OG0004109;OG0000551;OG0002695;OG0005709;OG0004225;OG0004603;OG0006768;OG0005414;OG0004008;OG0002202;OG0006863;OG0006640;OG0000855;OG0006506;OG0005231;OG0001063;OG0008402;OG0005796;OG0006553;OG0004737;OG0004693;OG0004721;OG0004447;OG0001359;OG0005595;OG0000538;OG0005859;OG0000667;OG0005941;OG0002692;OG0007869;OG0005667;OG0004986;OG0002915;OG0007843;OG0007301;OG0004119;OG0004039;OG0006409;OG0001624;OG0005158;OG0005516;OG0005308;OG0005703;OG0004740;OG0005220;OG0005722;OG0006442;OG0005711;OG0004703;OG0005684;OG0002569;OG0007399;OG0005592;OG0006677;OG0000996;OG0007077;OG0005602;OG0005236;OG0003497;OG0006497;OG0006065;OG0001673;OG0005196;OG0001748;OG0006324;OG0004985;OG0006450;OG0002828;OG0004602;OG0002919;OG0003075;OG0005985;OG0006997;OG0007417;OG0005868;OG0003149;OG0004326;OG0006859;OG0001205;OG0007821;OG0004862;OG0000444;OG0003046;OG0005156;OG0002930;OG0005138;OG0005152;OG0005597;OG0007271;OG0004829;OG0005511;OG0001089;OG0003504;OG0006009;OG0005350;OG0003375;OG0001196;OG0004918;OG0005729;OG0005825;OG0002269;OG0005827;OG0005695;OG0005885;OG0005968;OG0007655;OG0002432;OG0006546;OG0006584;OG0003298;OG0002200;OG0005504;OG0006405;OG0004041;OG0001071;OG0003989;OG0005909;OG0005640;OG0003913;OG0005786;OG0005460;OG0004074;OG0004350;OG0006694;OG0001645;OG0008352;OG0001804;OG0003724;OG0006348;OG0006177;OG0006648;OG0008390;OG0004661;OG0004930;OG0005348;OG0003460;OG0003661;OG0005411;OG0005478;OG0003727;OG0005357;OG0003680;OG0004374;OG0000778;OG0006738;OG0005999;OG0002558;OG0001014;OG0005503;OG0004611;OG0007676;OG0004732;OG0004841;OG0003728;OG0006662;OG0004944;OG0001417;OG0005429;OG0005362;OG0006262;OG0000779;OG0004355;OG0007002;OG0003452;OG0001782;OG0004102;OG0007262;OG0002875;OG0001810;OG0003347;OG0006005;OG0005701;OG0005502;OG0006646;OG0004583;OG0005855;OG0006269;OG0007282;OG0003098"
0.05,0.35,"TrH1","TrH1_gland",61,"OG0001732;OG0007215;OG0005400;OG0003279;OG0002989;OG0004842;OG0002313;OG0006074;OG0004529;OG0004922;OG0000480;OG0000644;OG0003847;OG0001924;OG0008989;OG0005666;OG0005614;OG0005763;OG0002310;OG0000135;OG0000991;OG0003026;OG0001378;OG0009134;OG0002967;OG0002381;OG0000585;OG0007217;OG0004507;OG0004094;OG0000315;OG0004236;OG0000376;OG0004705;OG0001520;OG0002021;OG0003906;OG0006007;OG0004882;OG0005976;OG0004725;OG0003831;OG0003630;OG0006793;OG0005786;OG0007329;OG0004744;OG0007417;OG0005357;OG0008266;OG0004076;OG0002217;OG0006379;OG0003267;OG0001782;OG0005447;OG0006561;OG0005258;OG0005695;OG0004647;OG0005141"
0.05,0.35,"TrH1","TrH1_epithelia_gland_like",71,"OG0005400;OG0000559;OG0000507;OG0000285;OG0001239;OG0000252;OG0004025;OG0003665;OG0000135;OG0001528;OG0001732;OG0007217;OG0000191;OG0005856;OG0000985;OG0003847;OG0007701;OG0003520;OG0007796;OG0003066;OG0006455;OG0005763;OG0003782;OG0000385;OG0001109;OG0008373;OG0003068;OG0005725;OG0002989;OG0000896;OG0005401;OG0004331;OG0001378;OG0004675;OG0002021;OG0001077;OG0002491;OG0002313;OG0004910;OG0006074;OG0001683;OG0001234;OG0000121;OG0000579;OG0001964;OG0003906;OG0004922;OG0003073;OG0007140;OG0000199;OG0000261;OG0005538;OG0002271;OG0009416;OG0000811;OG0004628;OG0005588;OG0004913;OG0004845;OG0002234;OG0004967;OG0001152;OG0004227;OG0003279;OG0000621;OG0002381;OG0004626;OG0009134;OG0001418;OG0004069;OG0004744"
0.05,0.35,"TrH1","TrH1_epithelia",33,"OG0001139;OG0000654;OG0000072;OG0002786;OG0006234;OG0000929;OG0000847;OG0001933;OG0000113;OG0003249;OG0000648;OG0001671;OG0000062;OG0000278;OG0000507;OG0001039;OG0004025;OG0000371;OG0006848;OG0004675;OG0000385;OG0000811;OG0000973;OG0004910;OG0001485;OG0005824;OG0003883;OG0000166;OG0005684;OG0003831;OG0000381;OG0000800;OG0001563"
0.05,0.35,"TrH1","TrH1_peptidergic",81,"OG0000165;OG0002183;OG0000785;OG0000072;OG0000700;OG0001788;OG0000658;OG0002096;OG0000371;OG0005780;OG0000112;OG0001559;OG0001488;OG0000133;OG0000078;OG0002965;OG0001081;OG0002013;OG0000967;OG0000056;OG0000595;OG0003019;OG0001379;OG0000036;OG0000332;OG0000198;OG0004101;OG0000559;OG0001510;OG0000855;OG0000381;OG0000307;OG0000952;OG0000986;OG0005716;OG0000497;OG0004150;OG0004086;OG0001964;OG0000296;OG0007314;OG0000319;OG0000565;OG0002159;OG0000755;OG0001152;OG0000085;OG0000733;OG0000589;OG0007467;OG0001338;OG0000716;OG0001180;OG0002745;OG0002231;OG0006622;OG0000387;OG0005731;OG0000260;OG0000128;OG0000422;OG0001286;OG0000975;OG0004581;OG0000224;OG0003479;OG0000908;OG0001288;OG0005761;OG0002976;OG0000799;OG0002298;OG0008439;OG0003614;OG0000905;OG0004509;OG0006693;OG0006611;OG0006575;OG0001358;OG0003068"
0.05,0.35,"TrH1","TrH1_meiotic",22,"OG0000165;OG0000658;OG0001788;OG0000785;OG0001081;OG0000072;OG0000371;OG0000332;OG0000700;OG0002183;OG0007467;OG0004119;OG0000713;OG0002096;OG0005780;OG0003019;OG0002013;OG0001488;OG0002965;OG0000967;OG0000232;OG0000078"
0.05,0.35,"TrH2","TrH2_lipophil",275,"OG0000657;OG0004948;OG0006606;OG0004493;OG0006047;OG0005400;OG0000316;OG0004606;OG0005819;OG0005167;OG0003436;OG0000426;OG0003651;OG0002469;OG0000190;OG0003151;OG0000480;OG0005883;OG0005809;OG0000540;OG0006501;OG0005541;OG0004917;OG0000645;OG0001732;OG0005762;OG0007407;OG0000335;OG0004542;OG0003726;OG0000139;OG0008429;OG0003520;OG0006697;OG0003503;OG0000985;OG0001446;OG0002209;OG0007350;OG0000599;OG0000054;OG0005810;OG0005963;OG0005403;OG0004389;OG0003276;OG0007223;OG0001698;OG0002098;OG0004118;OG0000027;OG0004628;OG0000758;OG0004235;OG0001178;OG0001284;OG0003152;OG0001510;OG0004890;OG0005452;OG0002666;OG0007247;OG0000579;OG0000260;OG0001554;OG0001795;OG0001105;OG0000503;OG0002110;OG0000568;OG0005334;OG0005554;OG0005944;OG0002673;OG0004231;OG0006587;OG0006015;OG0004136;OG0003179;OG0004985;OG0005946;OG0000464;OG0000035;OG0004924;OG0000700;OG0005678;OG0006584;OG0005176;OG0003847;OG0006531;OG0003840;OG0004008;OG0000455;OG0003439;OG0002112;OG0007083;OG0000247;OG0001481;OG0007366;OG0007301;OG0002484;OG0005729;OG0006497;OG0005588;OG0001946;OG0006625;OG0004953;OG0005127;OG0005986;OG0001818;OG0001383;OG0009041;OG0008352;OG0001695;OG0005181;OG0006745;OG0004349;OG0007075;OG0005106;OG0007346;OG0004984;OG0006466;OG0002919;OG0006349;OG0004737;OG0002498;OG0003939;OG0004027;OG0000852;OG0002205;OG0005504;OG0003763;OG0006694;OG0002902;OG0000491;OG0007406;OG0001228;OG0007018;OG0006863;OG0003180;OG0004348;OG0007077;OG0005925;OG0006385;OG0001528;OG0001156;OG0002786;OG0002268;OG0001566;OG0006423;OG0005257;OG0003295;OG0006286;OG0007625;OG0007002;OG0006441;OG0007210;OG0004705;OG0001522;OG0002752;OG0006234;OG0003989;OG0002226;OG0007854;OG0007756;OG0004818;OG0004422;OG0004066;OG0003171;OG0003389;OG0003814;OG0000884;OG0005388;OG0002716;OG0006207;OG0003852;OG0003353;OG0006997;OG0007277;OG0001956;OG0006520;OG0007890;OG0001549;OG0005109;OG0003362;OG0005667;OG0004209;OG0006756;OG0005490;OG0004299;OG0001265;OG0000085;OG0003943;OG0003504;OG0005825;OG0007871;OG0005362;OG0006768;OG0004693;OG0006758;OG0005305;OG0001462;OG0003164;OG0006262;OG0007236;OG0001620;OG0005312;OG0002705;OG0007662;OG0005799;OG0004602;OG0000558;OG0007156;OG0004041;OG0004966;OG0002094;OG0005975;OG0003086;OG0000667;OG0003423;OG0005889;OG0007820;OG0000126;OG0002996;OG0005316;OG0009741;OG0004516;OG0007142;OG0005309;OG0002193;OG0003051;OG0006280;OG0002695;OG0003628;OG0000472;OG0000611;OG0001658;OG0004243;OG0005559;OG0005258;OG0002077;OG0001134;OG0004914;OG0004217;OG0007012;OG0001278;OG0006542;OG0007869;OG0007028;OG0004682;OG0002936;OG0004916;OG0001089;OG0005846;OG0004439;OG0000557;OG0002448;OG0001360;OG0003491;OG0008426;OG0005295;OG0001268;OG0004968;OG0004246;OG0004659;OG0006458;OG0003910;OG0004424;OG0000238;OG0001371;OG0005468;OG0004269;OG0005130;OG0005152;OG0005711"
0.05,0.35,"TrH2","TrH2_trans",122,"OG0000252;OG0001555;OG0001078;OG0000430;OG0002071;OG0000643;OG0002193;OG0000809;OG0000856;OG0003665;OG0003528;OG0001510;OG0005889;OG0001830;OG0000374;OG0001958;OG0000216;OG0001671;OG0003538;OG0001077;OG0000568;OG0006531;OG0001683;OG0004914;OG0002050;OG0002218;OG0002484;OG0002902;OG0000418;OG0007217;OG0004987;OG0004334;OG0007839;OG0009134;OG0002989;OG0004906;OG0005946;OG0001462;OG0001173;OG0000784;OG0001414;OG0005590;OG0006570;OG0005142;OG0005810;OG0000921;OG0000579;OG0000611;OG0005614;OG0000973;OG0003833;OG0003910;OG0002098;OG0002666;OG0000085;OG0004700;OG0000585;OG0006793;OG0007601;OG0000919;OG0004227;OG0001624;OG0005455;OG0003601;OG0005334;OG0005591;OG0000011;OG0004842;OG0003380;OG0005589;OG0005538;OG0006344;OG0004367;OG0003033;OG0000261;OG0000385;OG0004331;OG0003861;OG0000238;OG0006213;OG0002599;OG0002077;OG0000853;OG0003026;OG0007156;OG0006379;OG0005709;OG0003637;OG0001134;OG0004930;OG0000861;OG0000558;OG0001821;OG0004682;OG0004845;OG0006238;OG0004882;OG0004102;OG0000564;OG0003968;OG0001552;OG0004675;OG0001563;OG0006660;OG0003871;OG0000901;OG0004139;OG0003408;OG0001027;OG0006381;OG0003831;OG0001268;OG0006223;OG0005361;OG0003957;OG0006455;OG0004661;OG0007635;OG0005972;OG0004885;OG0000195;OG0002897"
0.05,0.35,"TrH2","TrH2_unknown_1",26,"OG0003264;OG0001933;OG0007215;OG0001248;OG0000419;OG0002183;OG0000785;OG0003152;OG0000595;OG0001105;OG0000000;OG0001222;OG0001554;OG0001533;OG0003295;OG0000967;OG0004299;OG0000260;OG0005986;OG0000464;OG0000539;OG0001302;OG0002310;OG0006756;OG0007322;OG0001239"
