"minpct","logfc","species","cluster","n_genes","genes"
0.15,0.35,"Spla","Spla_Endymocytes",66,"OG0003356;OG0000132;OG0000029;OG0000441;OG0000374;OG0001554;OG0000557;OG0000118;OG0000260;OG0003313;OG0000000;OG0004362;OG0004909;OG0003549;OG0005537;OG0000139;OG0000072;OG0002226;OG0001239;OG0001310;OG0001303;OG0000775;OG0000128;OG0005819;OG0000574;OG0003658;OG0005340;OG0000011;OG0005731;OG0004705;OG0000113;OG0002384;OG0005142;OG0000703;OG0001286;OG0001895;OG0001351;OG0002205;OG0003852;OG0000713;OG0005491;OG0004633;OG0004569;OG0000973;OG0002745;OG0002897;OG0001338;OG0003015;OG0000296;OG0002112;OG0002115;OG0001523;OG0003727;OG0001178;OG0000639;OG0001566;OG0000558;OG0002721;OG0000594;OG0003295;OG0001888;OG0000056;OG0001446;OG0002183;OG0002241;OG0000419"
0.15,0.35,"Spla","Spla_Amoeboid-Neuroid",25,"OG0001715;OG0004909;OG0002384;OG0005537;OG0001462;OG0001554;OG0000072;OG0001239;OG0000371;OG0000011;OG0000539;OG0000298;OG0000775;OG0006793;OG0003883;OG0000558;OG0001933;OG0003658;OG0002875;OG0003356;OG0003915;OG0001338;OG0000139;OG0000713;OG0003313"
0.15,0.4,"Neve","Neve_ectoderm.pharyngeal",22,"OG0001933;OG0002183;OG0000785;OG0000069;OG0002745;OG0000967;OG0007793;OG0000125;OG0003538;OG0004305;OG0000385;OG0000035;OG0000011;OG0002902;OG0001379;OG0000195;OG0000135;OG0000973;OG0000139;OG0001554;OG0000132;OG0001902"
0.15,0.4,"Neve","Neve_gastrodermis",25,"OG0001303;OG0004260;OG0002261;OG0000232;OG0005883;OG0002786;OG0004018;OG0003313;OG0002967;OG0001683;OG0003528;OG0004739;OG0000599;OG0000035;OG0000381;OG0003870;OG0000027;OG0000585;OG0003847;OG0002193;OG0000471;OG0005810;OG0001818;OG0000126;OG0000020"
0.15,0.4,"Neve","Neve_NPC",75,"OG0004331;OG0000285;OG0000419;OG0004913;OG0002060;OG0002902;OG0000198;OG0000209;OG0000191;OG0007701;OG0000246;OG0005190;OG0000135;OG0003164;OG0004305;OG0005763;OG0004561;OG0005856;OG0006007;OG0005357;OG0003267;OG0001156;OG0012477;OG0001433;OG0002182;OG0004209;OG0003491;OG0003276;OG0001933;OG0004628;OG0005144;OG0005127;OG0000308;OG0001100;OG0003327;OG0000539;OG0000195;OG0000853;OG0000986;OG0003279;OG0001334;OG0006531;OG0000385;OG0005588;OG0005016;OG0001428;OG0003774;OG0005786;OG0002745;OG0005574;OG0000480;OG0001228;OG0001378;OG0000569;OG0000716;OG0000706;OG0004243;OG0002218;OG0000631;OG0005849;OG0000056;OG0001567;OG0002110;OG0005554;OG0001075;OG0000589;OG0000318;OG0000455;OG0003814;OG0003320;OG0008429;OG0004008;OG0000330;OG0000811;OG0000336"
0.15,0.4,"Neve","Neve_retractor muscle",27,"OG0000381;OG0000579;OG0003528;OG0003538;OG0004231;OG0001312;OG0001286;OG0000599;OG0005554;OG0003249;OG0000528;OG0002786;OG0001818;OG0005810;OG0007780;OG0008429;OG0005963;OG0005716;OG0004299;OG0002430;OG0002218;OG0001788;OG0000716;OG0006606;OG0000809;OG0002112;OG0003870"
0.15,0.4,"Neve","Neve_secretory",20,"OG0000658;OG0001338;OG0001077;OG0012573;OG0007467;OG0004922;OG0000225;OG0001620;OG0000648;OG0000078;OG0009277;OG0009416;OG0004842;OG0005614;OG0001510;OG0008212;OG0003665;OG0000387;OG0000054;OG0005716"
0.15,0.4,"Neve","Neve_neuronal",55,"OG0000658;OG0000166;OG0001788;OG0000349;OG0001284;OG0000133;OG0001428;OG0003374;OG0009277;OG0006047;OG0003249;OG0001075;OG0000599;OG0000020;OG0000984;OG0005167;OG0000246;OG0002430;OG0005916;OG0004606;OG0000499;OG0001338;OG0000648;OG0002648;OG0002183;OG0000967;OG0003295;OG0007809;OG0005963;OG0001228;OG0003327;OG0000418;OG0006606;OG0000072;OG0000716;OG0000853;OG0000589;OG0000209;OG0000054;OG0001510;OG0000811;OG0003520;OG0005716;OG0000986;OG0004243;OG0006665;OG0000703;OG0003248;OG0008429;OG0001481;OG0001100;OG0000128;OG0001310;OG0005731;OG0001334"
0.15,0.4,"Neve","Neve_ectoderm.epidermis",25,"OG0000247;OG0000464;OG0006646;OG0001239;OG0000785;OG0003313;OG0002673;OG0001528;OG0001895;OG0001338;OG0002745;OG0000540;OG0003249;OG0003320;OG0000558;OG0008212;OG0002112;OG0001462;OG0003295;OG0004628;OG0004909;OG0005403;OG0000368;OG0004299;OG0005537"
0.15,0.4,"Neve","Neve_gland.mucous",27,"OG0005722;OG0000298;OG0001620;OG0000658;OG0009416;OG0000967;OG0000419;OG0000579;OG0008212;OG0011015;OG0002185;OG0001510;OG0004922;OG0000054;OG0000260;OG0009386;OG0005716;OG0005972;OG0004739;OG0004606;OG0001178;OG0005403;OG0004842;OG0002112;OG0005334;OG0001027;OG0000128"
0.15,0.4,"Neve","Neve_ectoderm.embryonic",5,"OG0000150;OG0008212;OG0000128;OG0001554;OG0000247"
0.15,0.4,"Neve","Neve_cnidocyte",62,"OG0015470;OG0001213;OG0001958;OG0000024;OG0005460;OG0001088;OG0006450;OG0000118;OG0002597;OG0005167;OG0000648;OG0001284;OG0006234;OG0004842;OG0005516;OG0004922;OG0005614;OG0003279;OG0000471;OG0005211;OG0007746;OG0005592;OG0005383;OG0004509;OG0009386;OG0006606;OG0001077;OG0006047;OG0005136;OG0001178;OG0002185;OG0012573;OG0003524;OG0000165;OG0005316;OG0008429;OG0007467;OG0005731;OG0004857;OG0005963;OG0004606;OG0001378;OG0002200;OG0002513;OG0005257;OG0004561;OG0001620;OG0003362;OG0003774;OG0003665;OG0003520;OG0001995;OG0005916;OG0000540;OG0004425;OG0002991;OG0004243;OG0005972;OG0003386;OG0000480;OG0004628;OG0000020"
0.15,0.4,"Neve","Neve_mesendoderm.embryonic",23,"OG0007582;OG0002786;OG0001351;OG0003313;OG0000000;OG0000599;OG0001262;OG0003528;OG0003249;OG0000738;OG0000150;OG0000336;OG0000425;OG0004909;OG0000237;OG0004737;OG0005537;OG0000139;OG0002053;OG0000011;OG0006584;OG0001683;OG0015705"
0.15,0.4,"Neve","Neve_cnidocyte.mature",13,"OG0000029;OG0002021;OG0000118;OG0000419;OG0002112;OG0001178;OG0000024;OG0000658;OG0007467;OG0003327;OG0001310;OG0000589;OG0002416"
0.15,0.4,"Clhe","Clhe_Nematocyte",40,"OG0003019;OG0000861;OG0002021;OG0004069;OG0000811;OG0007582;OG0009277;OG0002217;OG0001554;OG0000078;OG0003026;OG0000260;OG0001228;OG0000564;OG0006332;OG0005916;OG0000371;OG0000252;OG0002226;OG0000011;OG0000595;OG0003665;OG0000195;OG0000225;OG0002745;OG0001213;OG0006606;OG0004297;OG0001310;OG0000024;OG0002622;OG0006385;OG0000703;OG0000853;OG0000054;OG0006553;OG0004909;OG0001338;OG0004633;OG0005316"
0.15,0.4,"Clhe","Clhe_Epidermal/Muscle",15,"OG0003852;OG0002112;OG0000237;OG0000072;OG0004705;OG0000558;OG0000247;OG0005809;OG0004235;OG0006385;OG0001933;OG0003249;OG0001566;OG0002673;OG0004299"
0.15,0.4,"Clhe","Clhe_Gastroderm",45,"OG0004260;OG0000368;OG0004910;OG0001683;OG0004493;OG0000471;OG0001312;OG0005775;OG0000921;OG0001239;OG0002071;OG0005883;OG0003151;OG0000540;OG0003171;OG0003814;OG0002476;OG0000539;OG0000809;OG0000035;OG0000000;OG0002261;OG0002597;OG0005167;OG0000330;OG0003520;OG0005190;OG0002051;OG0005537;OG0005588;OG0000579;OG0000150;OG0003389;OG0004737;OG0004909;OG0000024;OG0000246;OG0004628;OG0000667;OG0001100;OG0004606;OG0003658;OG0000128;OG0003276;OG0002991"
0.15,0.4,"Clhe","Clhe_Neural",14,"OG0007340;OG0006234;OG0001788;OG0000056;OG0000716;OG0000166;OG0000078;OG0000011;OG0000054;OG0003249;OG0000198;OG0000558;OG0006553;OG0005963"
0.15,0.4,"Clhe","Clhe_Stem Cell/Germ Cell",269,"OG0007140;OG0004236;OG0006200;OG0005357;OG0005238;OG0006007;OG0005447;OG0004328;OG0004924;OG0005695;OG0006293;OG0006824;OG0004548;OG0004229;OG0004675;OG0003473;OG0003491;OG0006257;OG0002694;OG0004407;OG0005630;OG0004228;OG0000996;OG0001622;OG0005221;OG0006710;OG0001913;OG0007411;OG0003895;OG0001278;OG0004930;OG0003251;OG0005855;OG0004792;OG0004305;OG0001156;OG0004227;OG0004699;OG0003661;OG0004950;OG0003046;OG0006508;OG0003098;OG0002424;OG0004944;OG0000551;OG0003298;OG0005016;OG0003549;OG0004845;OG0000631;OG0005277;OG0000135;OG0006195;OG0002393;OG0000285;OG0005905;OG0002234;OG0003444;OG0005335;OG0004139;OG0005709;OG0004291;OG0005231;OG0005476;OG0003295;OG0004102;OG0006572;OG0000621;OG0000191;OG0005127;OG0000355;OG0005868;OG0003603;OG0000246;OG0001063;OG0004647;OG0004890;OG0005732;OG0000455;OG0005171;OG0001162;OG0002996;OG0005212;OG0004740;OG0005400;OG0005988;OG0000579;OG0005181;OG0006660;OG0007247;OG0004039;OG0000209;OG0005856;OG0001649;OG0005144;OG0005838;OG0000118;OG0003946;OG0003039;OG0005729;OG0003778;OG0006458;OG0003380;OG0003386;OG0008790;OG0007293;OG0005204;OG0005135;OG0002976;OG0005667;OG0003847;OG0001818;OG0001088;OG0005876;OG0005279;OG0001027;OG0005887;OG0005538;OG0001481;OG0002875;OG0005666;OG0012142;OG0005786;OG0005458;OG0005543;OG0001355;OG0005196;OG0003695;OG0006850;OG0003504;OG0005825;OG0005592;OG0003449;OG0000569;OG0005138;OG0004985;OG0003817;OG0005361;OG0005621;OG0006282;OG0006518;OG0006575;OG0004389;OG0000318;OG0001580;OG0005172;OG0001693;OG0005833;OG0007728;OG0004628;OG0005504;OG0002417;OG0002116;OG0003651;OG0001360;OG0001628;OG0002182;OG0006286;OG0002416;OG0004694;OG0004561;OG0003398;OG0006280;OG0005471;OG0004913;OG0005170;OG0007964;OG0004299;OG0006646;OG0004633;OG0000706;OG0005590;OG0002060;OG0005613;OG0001528;OG0005106;OG0004436;OG0005254;OG0002087;OG0005731;OG0005678;OG0005312;OG0003910;OG0004516;OG0001100;OG0001831;OG0001134;OG0007192;OG0000541;OG0004714;OG0003032;OG0000447;OG0000585;OG0003452;OG0005763;OG0001419;OG0004041;OG0005972;OG0000645;OG0006377;OG0004565;OG0001642;OG0000775;OG0001695;OG0004611;OG0005574;OG0004984;OG0001085;OG0000929;OG0005462;OG0001809;OG0001933;OG0003724;OG0001433;OG0002863;OG0003879;OG0005596;OG0005849;OG0001670;OG0005990;OG0005211;OG0001097;OG0006065;OG0008164;OG0005588;OG0005572;OG0005503;OG0004018;OG0002194;OG0001364;OG0003276;OG0000278;OG0004953;OG0004562;OG0007417;OG0004231;OG0005257;OG0004424;OG0007047;OG0000336;OG0003840;OG0001103;OG0004968;OG0005727;OG0001077;OG0005383;OG0004425;OG0003538;OG0004914;OG0003774;OG0004109;OG0004818;OG0005799;OG0005334;OG0007780;OG0004367;OG0002954;OG0003078;OG0002268;OG0004635;OG0003355;OG0000069;OG0004254;OG0003814;OG0006542;OG0001109;OG0001964;OG0004877"
0.15,0.4,"Clhe","Clhe_Bioluminescent Cells",14,"OG0000471;OG0001312;OG0004910;OG0000381;OG0005300;OG0004493;OG0000203;OG0005190;OG0004291;OG0005775;OG0008134;OG0001027;OG0004740;OG0004063"
0.15,0.4,"Clhe","Clhe_Gland Cell",4,"OG0000368;OG0000716;OG0003383;OG0000029"
0.15,0.4,"Auco","Auco_EM, Epidermal/Muscle cell",27,"OG0000753;OG0000579;OG0005809;OG0004737;OG0003276;OG0005675;OG0004890;OG0005175;OG0000132;OG0005810;OG0006385;OG0002116;OG0000035;OG0005963;OG0005554;OG0001268;OG0004231;OG0000455;OG0005388;OG0007121;OG0000645;OG0000027;OG0003870;OG0005868;OG0000973;OG0000540;OG0000126"
0.15,0.4,"Auco","Auco_SG, Stem/Germline cell",25,"OG0003380;OG0003782;OG0003066;OG0005684;OG0004227;OG0006660;OG0003633;OG0000285;OG0000621;OG0000195;OG0000551;OG0000020;OG0006234;OG0000738;OG0000209;OG0001688;OG0000371;OG0000246;OG0003661;OG0004913;OG0000133;OG0000853;OG0000589;OG0001338;OG0000419"
0.15,0.4,"Auco","Auco_GA, Gastrodermal cell",21,"OG0000368;OG0003383;OG0001239;OG0002897;OG0000252;OG0001077;OG0005883;OG0000191;OG0000945;OG0002261;OG0000069;OG0005175;OG0005537;OG0000195;OG0004909;OG0000029;OG0002967;OG0001351;OG0002112;OG0000078;OG0000125"
0.15,0.4,"Auco","Auco_CN, Cnidocytes/Nematocyte cell",22,"OG0000118;OG0001213;OG0004922;OG0002021;OG0003019;OG0003809;OG0005614;OG0003279;OG0001620;OG0001284;OG0005769;OG0004529;OG0000246;OG0004842;OG0000024;OG0001510;OG0005136;OG0007154;OG0001338;OG0003491;OG0003665;OG0000237"
0.15,0.4,"Auco","Auco_HA, Hair cell",73,"OG0003019;OG0000166;OG0002021;OG0000419;OG0000024;OG0000609;OG0005411;OG0000564;OG0002622;OG0000464;OG0000029;OG0001239;OG0001528;OG0004260;OG0000296;OG0002205;OG0000069;OG0001554;OG0005238;OG0003665;OG0001580;OG0000499;OG0001081;OG0000195;OG0004085;OG0001228;OG0000770;OG0003313;OG0006385;OG0000319;OG0000967;OG0000027;OG0003295;OG0001417;OG0005167;OG0000700;OG0000020;OG0004714;OG0000139;OG0001423;OG0000198;OG0005590;OG0001097;OG0003386;OG0001027;OG0003604;OG0004914;OG0000643;OG0004235;OG0001178;OG0005780;OG0000232;OG0002863;OG0000125;OG0001085;OG0000278;OG0007582;OG0000371;OG0002098;OG0000986;OG0002392;OG0006606;OG0001286;OG0004705;OG0000853;OG0002240;OG0005574;OG0000127;OG0006715;OG0003151;OG0000973;OG0000865;OG0000054"
0.15,0.4,"Auco","Auco_NE, Neural cell",36,"OG0000056;OG0001265;OG0000166;OG0000298;OG0006005;OG0001338;OG0002183;OG0005951;OG0000203;OG0000260;OG0001788;OG0000595;OG0000349;OG0000648;OG0001303;OG0000574;OG0000967;OG0000198;OG0000133;OG0001284;OG0000716;OG0002240;OG0000419;OG0005769;OG0001423;OG0005439;OG0005238;OG0004705;OG0000237;OG0002663;OG0001027;OG0000054;OG0000126;OG0002430;OG0003436;OG0000125"
0.15,0.4,"Auco","Auco_GL, Gland cell",11,"OG0000056;OG0001265;OG0000595;OG0000298;OG0000574;OG0004705;OG0000020;OG0000648;OG0002897;OG0005238;OG0004579"
0.15,0.4,"TrH1","TrH1_lipophil",214,"OG0006047;OG0004493;OG0006606;OG0005819;OG0000657;OG0003151;OG0008162;OG0005810;OG0000540;OG0000645;OG0003276;OG0005400;OG0005809;OG0000599;OG0005963;OG0001178;OG0006531;OG0001284;OG0002098;OG0005883;OG0002110;OG0000455;OG0002112;OG0000054;OG0000568;OG0004136;OG0005403;OG0001554;OG0004389;OG0000464;OG0005334;OG0004235;OG0008429;OG0000480;OG0001446;OG0004953;OG0004008;OG0005257;OG0001695;OG0006584;OG0006497;OG0004066;OG0004985;OG0007301;OG0005986;OG0000139;OG0003520;OG0006697;OG0003852;OG0006423;OG0006625;OG0004231;OG0004818;OG0001510;OG0002430;OG0005729;OG0001956;OG0005388;OG0001481;OG0005504;OG0006758;OG0006745;OG0004890;OG0000419;OG0004924;OG0004737;OG0004118;OG0001522;OG0002673;OG0002852;OG0007121;OG0003439;OG0001566;OG0005181;OG0002268;OG0007075;OG0000035;OG0001383;OG0004628;OG0006280;OG0001818;OG0005559;OG0001228;OG0005825;OG0007077;OG0003389;OG0003171;OG0002996;OG0000579;OG0006694;OG0000330;OG0005799;OG0001156;OG0000132;OG0007018;OG0005975;OG0004209;OG0002936;OG0005678;OG0005925;OG0001732;OG0005667;OG0004659;OG0006234;OG0005106;OG0003504;OG0003943;OG0005305;OG0001262;OG0005675;OG0003362;OG0002193;OG0007820;OG0000260;OG0003814;OG0006546;OG0005588;OG0004217;OG0005312;OG0001134;OG0000644;OG0004705;OG0000569;OG0006542;OG0003840;OG0001371;OG0002902;OG0004693;OG0001620;OG0002786;OG0000558;OG0001268;OG0000128;OG0002410;OG0003374;OG0000861;OG0004041;OG0001360;OG0003461;OG0003164;OG0003524;OG0004439;OG0003989;OG0004984;OG0004914;OG0001528;OG0005873;OG0007662;OG0004968;OG0001645;OG0000585;OG0007236;OG0003628;OG0002695;OG0003897;OG0004633;OG0001309;OG0001278;OG0000126;OG0005316;OG0004714;OG0002226;OG0002218;OG0005849;OG0001995;OG0005750;OG0005711;OG0002898;OG0006665;OG0004739;OG0000027;OG0000574;OG0003386;OG0004246;OG0004594;OG0001239;OG0003857;OG0005964;OG0003614;OG0003051;OG0006715;OG0006518;OG0005220;OG0006458;OG0005016;OG0000285;OG0004243;OG0005258;OG0005383;OG0002208;OG0000238;OG0004447;OG0005384;OG0001693;OG0004561;OG0002194;OG0006686;OG0005254;OG0007417;OG0002077;OG0003815;OG0005786;OG0005972;OG0005905;OG0000225;OG0005955;OG0005990;OG0001334;OG0004139;OG0004823;OG0004425;OG0007248;OG0001063;OG0001428"
0.15,0.4,"TrH1","TrH1_trans",4,"OG0000644;OG0000027;OG0000166;OG0001167"
0.15,0.4,"TrH1","TrH1_fibre",217,"OG0001958;OG0000809;OG0001830;OG0003313;OG0000430;OG0000643;OG0003158;OG0001956;OG0003528;OG0004018;OG0001213;OG0001683;OG0000011;OG0001286;OG0000252;OG0000035;OG0000020;OG0007144;OG0003354;OG0005537;OG0001239;OG0000132;OG0001510;OG0000000;OG0000232;OG0005142;OG0003164;OG0003524;OG0002098;OG0001462;OG0004842;OG0005016;OG0005614;OG0005403;OG0006686;OG0004529;OG0004922;OG0003665;OG0000447;OG0000118;OG0003461;OG0005990;OG0003386;OG0003276;OG0004924;OG0002208;OG0004909;OG0000247;OG0000908;OG0000589;OG0004359;OG0003615;OG0001046;OG0000279;OG0001351;OG0005572;OG0004914;OG0003495;OG0005975;OG0001995;OG0003362;OG0004705;OG0002112;OG0000596;OG0009416;OG0001554;OG0005136;OG0000225;OG0003628;OG0001693;OG0006531;OG0004209;OG0003847;OG0005621;OG0004890;OG0005144;OG0004714;OG0005955;OG0000455;OG0007820;OG0000585;OG0000472;OG0000821;OG0002110;OG0004628;OG0002989;OG0002786;OG0003943;OG0003538;OG0000775;OG0010860;OG0001481;OG0000464;OG0005810;OG0005964;OG0004425;OG0002218;OG0005334;OG0005736;OG0012477;OG0008333;OG0004117;OG0003279;OG0000127;OG0002852;OG0005873;OG0004818;OG0009134;OG0002077;OG0005963;OG0004136;OG0004725;OG0001580;OG0005401;OG0007601;OG0004377;OG0001334;OG0003815;OG0004659;OG0007018;OG0002194;OG0001440;OG0002597;OG0004913;OG0005383;OG0005588;OG0000237;OG0005538;OG0000986;OG0004953;OG0004217;OG0001418;OG0003601;OG0003439;OG0002410;OG0006745;OG0006542;OG0005181;OG0006665;OG0005365;OG0005988;OG0004859;OG0003614;OG0005305;OG0006007;OG0005775;OG0004066;OG0002268;OG0007248;OG0000191;OG0006280;OG0001360;OG0005574;OG0006663;OG0000238;OG0002898;OG0005849;OG0005430;OG0000419;OG0005905;OG0005215;OG0005204;OG0001695;OG0000278;OG0007236;OG0005727;OG0006758;OG0003788;OG0002461;OG0000770;OG0001669;OG0003993;OG0001642;OG0006518;OG0005312;OG0003060;OG0005972;OG0000209;OG0006282;OG0001620;OG0006793;OG0002234;OG0006458;OG0001156;OG0006715;OG0001628;OG0001116;OG0005750;OG0007140;OG0003857;OG0005190;OG0003374;OG0008432;OG0005384;OG0000539;OG0005106;OG0004139;OG0005447;OG0004581;OG0003897;OG0002673;OG0004603;OG0004008;OG0005231;OG0001063;OG0000538;OG0005667;OG0007301;OG0005516;OG0000996;OG0007077;OG0006497;OG0006450;OG0007417;OG0005729;OG0006584;OG0005504"
0.15,0.4,"TrH1","TrH1_gland",18,"OG0001732;OG0005400;OG0003279;OG0002989;OG0004842;OG0002313;OG0004529;OG0004922;OG0000644;OG0003847;OG0005614;OG0005763;OG0000135;OG0003026;OG0009134;OG0002967;OG0000585;OG0006007"
0.15,0.4,"TrH1","TrH1_epithelia_gland_like",38,"OG0005400;OG0000507;OG0000285;OG0001239;OG0000252;OG0003665;OG0000135;OG0001528;OG0001732;OG0000191;OG0005856;OG0003847;OG0007701;OG0003520;OG0005763;OG0000385;OG0001109;OG0003068;OG0002989;OG0005401;OG0001378;OG0004675;OG0001077;OG0002491;OG0004910;OG0001683;OG0000579;OG0004922;OG0007140;OG0005538;OG0009416;OG0000811;OG0005588;OG0004913;OG0002234;OG0003279;OG0009134;OG0001418"
0.15,0.4,"TrH1","TrH1_epithelia",10,"OG0000072;OG0002786;OG0006234;OG0001933;OG0003249;OG0000648;OG0000371;OG0000385;OG0000811;OG0000166"
0.15,0.4,"TrH1","TrH1_peptidergic",29,"OG0000165;OG0002183;OG0000785;OG0000072;OG0000700;OG0001788;OG0000658;OG0000371;OG0005780;OG0001559;OG0000078;OG0002965;OG0002013;OG0000967;OG0000056;OG0003019;OG0001379;OG0000198;OG0001510;OG0000381;OG0000319;OG0000589;OG0007467;OG0001338;OG0005731;OG0000128;OG0000975;OG0006575;OG0003068"
0.15,0.4,"TrH1","TrH1_meiotic",19,"OG0000165;OG0000658;OG0001788;OG0000785;OG0001081;OG0000072;OG0000371;OG0000332;OG0000700;OG0002183;OG0007467;OG0000713;OG0005780;OG0003019;OG0002013;OG0002965;OG0000967;OG0000232;OG0000078"
0.15,0.4,"TrH2","TrH2_lipophil",112,"OG0000657;OG0006606;OG0004493;OG0006047;OG0005400;OG0004606;OG0005819;OG0005167;OG0003436;OG0003651;OG0003151;OG0000480;OG0005883;OG0005809;OG0000540;OG0000645;OG0001732;OG0003726;OG0000139;OG0008429;OG0003520;OG0006697;OG0001446;OG0000599;OG0000054;OG0005810;OG0005963;OG0005403;OG0004389;OG0003276;OG0002098;OG0004118;OG0000027;OG0004628;OG0004235;OG0001178;OG0001284;OG0001510;OG0004890;OG0007247;OG0000579;OG0000260;OG0001554;OG0002110;OG0000568;OG0005334;OG0005554;OG0002673;OG0004231;OG0004136;OG0004985;OG0000464;OG0000035;OG0004924;OG0000700;OG0005678;OG0006584;OG0003847;OG0006531;OG0003840;OG0004008;OG0000455;OG0003439;OG0002112;OG0000247;OG0001481;OG0007301;OG0006497;OG0005588;OG0004953;OG0005127;OG0001818;OG0001695;OG0006745;OG0007075;OG0005106;OG0007346;OG0002902;OG0001228;OG0007018;OG0006385;OG0001528;OG0002786;OG0002268;OG0001566;OG0006423;OG0003295;OG0006286;OG0004705;OG0001522;OG0006234;OG0003389;OG0003814;OG0003852;OG0004209;OG0004299;OG0003943;OG0001462;OG0001620;OG0007820;OG0000126;OG0009741;OG0002193;OG0003051;OG0006280;OG0003628;OG0004243;OG0004914;OG0006542;OG0002936;OG0001360;OG0000238"
0.15,0.4,"TrH2","TrH2_trans",31,"OG0000252;OG0000430;OG0002071;OG0000643;OG0002193;OG0000809;OG0003665;OG0003528;OG0001510;OG0001830;OG0001958;OG0003538;OG0001077;OG0000568;OG0006531;OG0001683;OG0004914;OG0002218;OG0002902;OG0000418;OG0002989;OG0001462;OG0005590;OG0000921;OG0000579;OG0002098;OG0000585;OG0006793;OG0000011;OG0000238;OG0001027"
0.15,0.4,"TrH2","TrH2_unknown_1",16,"OG0001933;OG0001248;OG0000419;OG0002183;OG0000785;OG0000595;OG0000000;OG0001222;OG0001554;OG0003295;OG0000967;OG0004299;OG0000260;OG0000464;OG0000539;OG0001239"
0.15,0.4,"TrH2","TrH2_fibre",188,"OG0001958;OG0001830;OG0005895;OG0003313;OG0004792;OG0000418;OG0000430;OG0005964;OG0002461;OG0005526;OG0000209;OG0000020;OG0000809;OG0001740;OG0002208;OG0005537;OG0000067;OG0000643;OG0000000;OG0001239;OG0000279;OG0005955;OG0000513;OG0003019;OG0003665;OG0003461;OG0005731;OG0005727;OG0001693;OG0003897;OG0001440;OG0000986;OG0007140;OG0003524;OG0008432;OG0001334;OG0001213;OG0004909;OG0004659;OG0005516;OG0000775;OG0004359;OG0006282;OG0006450;OG0000975;OG0000996;OG0001286;OG0000589;OG0006686;OG0006542;OG0001027;OG0000132;OG0000278;OG0000621;OG0005016;OG0001995;OG0003354;OG0004913;OG0001695;OG0000821;OG0002665;OG0003386;OG0005856;OG0000078;OG0009416;OG0003658;OG0000298;OG0007701;OG0004209;OG0002194;OG0001956;OG0003993;OG0007880;OG0005384;OG0003276;OG0005572;OG0000551;OG0006385;OG0004018;OG0004924;OG0001100;OG0005988;OG0000246;OG0001417;OG0005990;OG0005613;OG0005590;OG0004305;OG0005430;OG0006280;OG0001433;OG0001731;OG0005211;OG0004633;OG0003528;OG0000700;OG0000237;OG0001418;OG0005401;OG0002673;OG0000387;OG0000770;OG0001423;OG0006575;OG0004842;OG0002098;OG0001360;OG0006665;OG0005849;OG0004136;OG0000318;OG0001109;OG0001162;OG0000569;OG0007635;OG0005190;OG0000464;OG0004628;OG0003968;OG0003164;OG0001670;OG0000355;OG0003774;OG0006622;OG0003389;OG0002053;OG0000447;OG0000425;OG0005975;OG0005538;OG0004857;OG0001134;OG0005383;OG0000225;OG0005403;OG0006257;OG0005621;OG0007144;OG0003809;OG0004922;OG0005346;OG0000011;OG0000191;OG0000368;OG0001485;OG0001479;OG0006726;OG0006531;OG0000658;OG0002112;OG0002234;OG0000135;OG0005574;OG0002218;OG0004823;OG0005136;OG0000455;OG0006423;OG0000713;OG0000238;OG0003153;OG0000499;OG0004377;OG0001378;OG0007864;OG0003439;OG0000252;OG0006848;OG0005204;OG0004890;OG0009741;OG0001739;OG0002393;OG0000811;OG0003943;OG0001462;OG0005763;OG0003051;OG0001167;OG0005675;OG0005614;OG0003538;OG0001526;OG0000285;OG0001683;OG0001481;OG0004705;OG0000371"
0.15,0.4,"TrH2","TrH2_gland",36,"OG0001958;OG0001830;OG0000430;OG0000809;OG0000252;OG0000232;OG0001683;OG0000418;OG0002261;OG0004842;OG0000507;OG0000643;OG0003158;OG0002989;OG0003528;OG0001312;OG0000000;OG0004018;OG0006385;OG0001510;OG0001213;OG0004529;OG0005614;OG0001956;OG0001732;OG0007144;OG0001286;OG0004922;OG0000011;OG0003852;OG0003628;OG0005537;OG0000585;OG0000447;OG0002967;OG0000330"
0.15,0.4,"TrH2","TrH2_epithelia_gland_like",31,"OG0001312;OG0005400;OG0001732;OG0000644;OG0005175;OG0000507;OG0003279;OG0002313;OG0003068;OG0000166;OG0004529;OG0004842;OG0002989;OG0004922;OG0001528;OG0003026;OG0003520;OG0003852;OG0003809;OG0000921;OG0004705;OG0005763;OG0000585;OG0001077;OG0000564;OG0002967;OG0000330;OG0000385;OG0007746;OG0003380;OG0005572"
0.15,0.4,"TrH2","TrH2_epithelia",11,"OG0000166;OG0000125;OG0000232;OG0000069;OG0001933;OG0000648;OG0000195;OG0000387;OG0000507;OG0000574;OG0000921"
0.15,0.4,"TrH2","TrH2_peptidergic",14,"OG0000165;OG0000203;OG0000072;OG0002965;OG0005780;OG0000986;OG0005678;OG0000225;OG0002430;OG0002183;OG0000569;OG0000132;OG0000118;OG0000648"
