CellName,broad_cell_type,CellTypes
1854-3-6,Neural Anterior,Dare_Neural Anterior
1859-3-6,Neural Anterior,Dare_Neural Anterior
1860-3-6,Neural Posterior,Dare_Neural Posterior
1865-3-6,Neural Anterior,Dare_Neural Anterior
1866-3-6,Neural Posterior,Dare_Neural Posterior
1871-3-6,Neural Anterior,Dare_Neural Anterior
1872-3-6,Neural Posterior,Dare_Neural Posterior
1877-3-6,Neural Anterior,Dare_Neural Anterior
1878-3-6,Neural Posterior,Dare_Neural Posterior
1883-3-6,Neural Posterior,Dare_Neural Posterior
1884-3-6,Mesoderm,Dare_Mesoderm
1889-3-6,Neural Anterior,Dare_Neural Anterior
1890-3-6,Neural Posterior,Dare_Neural Posterior
1895-3-6,Neural Posterior,Dare_Neural Posterior
1896-3-6,Epidermal,Dare_Epidermal
1901-3-6,Neural Anterior,Dare_Neural Anterior
1902-3-6,Neural Anterior,Dare_Neural Anterior
1907-3-6,Neural Anterior,Dare_Neural Anterior
1908-3-6,Neural Posterior,Dare_Neural Posterior
1913-3-6,Neural Anterior,Dare_Neural Anterior
1914-3-6,Neural Mid,Dare_Neural Mid
1919-3-6,Neural Crest,Dare_Neural Crest
1920-3-6,Neural Posterior,Dare_Neural Posterior
1925-3-6,Neural Mid,Dare_Neural Mid
1926-3-6,Neural Posterior,Dare_Neural Posterior
1931-3-6,Mesoderm,Dare_Mesoderm
1932-3-6,Neural Posterior,Dare_Neural Posterior
1937-3-6,Neural Anterior,Dare_Neural Anterior
1938-3-6,Neural Mid,Dare_Neural Mid
1943-3-6,Neural Anterior,Dare_Neural Anterior
1944-3-6,Neural Posterior,Dare_Neural Posterior
1949-3-6,Mesoderm,Dare_Mesoderm
1950-3-6,Neural Mid,Dare_Neural Mid
1955-3-6,Neural Posterior,Dare_Neural Posterior
1956-3-6,Neural Posterior,Dare_Neural Posterior
1961-3-6,Neural Mid,Dare_Neural Mid
1962-3-6,Neural Posterior,Dare_Neural Posterior
1967-3-6,Epidermal,Dare_Epidermal
1968-3-6,Neural Posterior,Dare_Neural Posterior
1973-3-6,Neural Mid,Dare_Neural Mid
1974-3-6,Epidermal,Dare_Epidermal
1979-3-6,Neural Anterior,Dare_Neural Anterior
1980-3-6,Neural Mid,Dare_Neural Mid
1985-3-6,Neural Anterior,Dare_Neural Anterior
1986-3-6,Neural Anterior,Dare_Neural Anterior
1991-3-6,Neural Mid,Dare_Neural Mid
1992-3-6,Neural Posterior,Dare_Neural Posterior
1997-3-6,Mesoderm,Dare_Mesoderm
1998-3-6,Neural Posterior,Dare_Neural Posterior
2003-3-6,Mesoderm,Dare_Mesoderm
2004-3-6,Mesoderm,Dare_Mesoderm
2009-3-6,Neural Anterior,Dare_Neural Anterior
2010-3-6,Neural Anterior,Dare_Neural Anterior
2015-3-6,Neural Mid,Dare_Neural Mid
2016-3-6,Neural Posterior,Dare_Neural Posterior
2021-3-6,Neural Crest,Dare_Neural Crest
2022-3-6,Neural Posterior,Dare_Neural Posterior
2027-3-6,Neural Mid,Dare_Neural Mid
2028-3-6,Neural Posterior,Dare_Neural Posterior
2033-3-6,Epidermal,Dare_Epidermal
2034-3-6,Neural Mid,Dare_Neural Mid
2039-3-6,Neural Mid,Dare_Neural Mid
2040-3-6,Neural Anterior,Dare_Neural Anterior
2045-3-6,Neural Mid,Dare_Neural Mid
2046-3-6,Neural Anterior,Dare_Neural Anterior
2051-3-6,Neural Anterior,Dare_Neural Anterior
2052-3-6,Neural Posterior,Dare_Neural Posterior
2057-3-6,Neural Anterior,Dare_Neural Anterior
2058-3-6,Neural Anterior,Dare_Neural Anterior
2063-3-6,Neural Anterior,Dare_Neural Anterior
2064-3-6,Neural Posterior,Dare_Neural Posterior
2069-3-6,Neural Posterior,Dare_Neural Posterior
2070-3-6,Mesoderm,Dare_Mesoderm
2075-3-6,Neural Anterior,Dare_Neural Anterior
2076-3-6,Neural Mid,Dare_Neural Mid
2081-3-6,Neural Mid,Dare_Neural Mid
2082-3-6,Neural Anterior,Dare_Neural Anterior
2087-3-6,Epidermal,Dare_Epidermal
2088-3-6,Neural Posterior,Dare_Neural Posterior
2093-3-6,Neural Posterior,Dare_Neural Posterior
2094-3-6,Neural Anterior,Dare_Neural Anterior
2099-3-6,Neural Anterior,Dare_Neural Anterior
2100-3-6,Neural Posterior,Dare_Neural Posterior
2105-3-6,Neural Posterior,Dare_Neural Posterior
2106-3-6,Neural Posterior,Dare_Neural Posterior
2111-3-6,Mesoderm,Dare_Mesoderm
2112-3-6,Neural Posterior,Dare_Neural Posterior
2117-3-6,Neural Mid,Dare_Neural Mid
2118-3-6,Neural Anterior,Dare_Neural Anterior
2123-3-6,Neural Mid,Dare_Neural Mid
2124-3-6,Neural Posterior,Dare_Neural Posterior
2129-3-6,Neural Posterior,Dare_Neural Posterior
2130-3-6,Neural Anterior,Dare_Neural Anterior
2135-3-6,Neural Posterior,Dare_Neural Posterior
2136-3-6,Mesoderm,Dare_Mesoderm
2141-3-6,Neural Anterior,Dare_Neural Anterior
2142-3-6,Mesoderm,Dare_Mesoderm
2147-3-6,Mesoderm,Dare_Mesoderm
2148-3-6,Neural Posterior,Dare_Neural Posterior
2153-3-6,Neural Anterior,Dare_Neural Anterior
2154-3-6,Neural Posterior,Dare_Neural Posterior
2159-3-6,Neural Posterior,Dare_Neural Posterior
2160-3-6,Neural Posterior,Dare_Neural Posterior
2165-3-6,Neural Anterior,Dare_Neural Anterior
2166-3-6,Neural Posterior,Dare_Neural Posterior
2171-3-6,Neural Anterior,Dare_Neural Anterior
2172-3-6,Neural Posterior,Dare_Neural Posterior
2177-3-6,Neural Posterior,Dare_Neural Posterior
2178-3-6,Mesoderm,Dare_Mesoderm
2183-3-6,Mesoderm,Dare_Mesoderm
2184-3-6,Neural Mid,Dare_Neural Mid
2189-3-6,Neural Anterior,Dare_Neural Anterior
2190-3-6,Neural Anterior,Dare_Neural Anterior
2195-3-6,Mesoderm,Dare_Mesoderm
2196-3-6,Neural Posterior,Dare_Neural Posterior
2201-3-6,Neural Posterior,Dare_Neural Posterior
2202-3-6,Neural Posterior,Dare_Neural Posterior
2207-3-6,Neural Posterior,Dare_Neural Posterior
2208-3-6,Neural Mid,Dare_Neural Mid
2213-3-6,Neural Mid,Dare_Neural Mid
2214-3-6,Mesoderm,Dare_Mesoderm
2219-3-6,Neural Anterior,Dare_Neural Anterior
2220-3-6,Epidermal,Dare_Epidermal
2225-3-6,Neural Mid,Dare_Neural Mid
2226-3-6,Neural Posterior,Dare_Neural Posterior
2231-3-6,Mesoderm,Dare_Mesoderm
2232-3-6,Neural Posterior,Dare_Neural Posterior
2237-3-6,Neural Mid,Dare_Neural Mid
2238-3-6,Neural Posterior,Dare_Neural Posterior
2243-3-6,Neural Mid,Dare_Neural Mid
2244-3-6,Mesoderm,Dare_Mesoderm
2249-3-6,Neural Mid,Dare_Neural Mid
2250-3-6,Mesoderm,Dare_Mesoderm
2255-3-6,Neural Anterior,Dare_Neural Anterior
2256-3-6,Neural Anterior,Dare_Neural Anterior
2261-3-6,Neural Posterior,Dare_Neural Posterior
2262-3-6,Neural Anterior,Dare_Neural Anterior
2267-3-6,Neural Mid,Dare_Neural Mid
2268-3-6,Neural Mid,Dare_Neural Mid
2273-3-6,Neural Anterior,Dare_Neural Anterior
2274-3-6,Neural Posterior,Dare_Neural Posterior
2279-3-6,Neural Posterior,Dare_Neural Posterior
2280-3-6,Mesoderm,Dare_Mesoderm
2285-3-6,Neural Posterior,Dare_Neural Posterior
2286-3-6,Mesoderm,Dare_Mesoderm
2291-3-6,Neural Anterior,Dare_Neural Anterior
2292-3-6,Neural Posterior,Dare_Neural Posterior
2297-3-6,Neural Anterior,Dare_Neural Anterior
2298-3-6,Neural Posterior,Dare_Neural Posterior
2303-3-6,Neural Anterior,Dare_Neural Anterior
2304-3-6,Neural Anterior,Dare_Neural Anterior
2309-3-6,Neural Mid,Dare_Neural Mid
2315-3-6,Epidermal,Dare_Epidermal
2316-3-6,Neural Posterior,Dare_Neural Posterior
2321-3-6,Neural Anterior,Dare_Neural Anterior
2322-3-6,Neural Mid,Dare_Neural Mid
2327-3-6,Mesoderm,Dare_Mesoderm
2328-3-6,Neural Posterior,Dare_Neural Posterior
2333-3-6,Mesoderm,Dare_Mesoderm
2334-3-6,Neural Mid,Dare_Neural Mid
2339-3-6,Neural Mid,Dare_Neural Mid
2340-3-6,Neural Posterior,Dare_Neural Posterior
2345-3-6,Neural Mid,Dare_Neural Mid
2346-3-6,Neural Anterior,Dare_Neural Anterior
2351-3-6,Neural Anterior,Dare_Neural Anterior
2352-3-6,Epidermal,Dare_Epidermal
2357-3-6,Neural Anterior,Dare_Neural Anterior
2358-3-6,Neural Posterior,Dare_Neural Posterior
2363-3-6,Neural Anterior,Dare_Neural Anterior
2364-3-6,Neural Anterior,Dare_Neural Anterior
2369-3-6,Neural Posterior,Dare_Neural Posterior
2370-3-6,Neural Mid,Dare_Neural Mid
2375-3-6,Mesoderm,Dare_Mesoderm
2376-3-6,Neural Mid,Dare_Neural Mid
2381-3-6,Neural Mid,Dare_Neural Mid
2382-3-6,Neural Posterior,Dare_Neural Posterior
2387-3-6,Neural Mid,Dare_Neural Mid
2388-3-6,Neural Posterior,Dare_Neural Posterior
2393-3-6,Neural Crest,Dare_Neural Crest
2394-3-6,Neural Posterior,Dare_Neural Posterior
2399-3-6,Neural Mid,Dare_Neural Mid
2400-3-6,Mesoderm,Dare_Mesoderm
2405-3-6,Neural Posterior,Dare_Neural Posterior
2406-3-6,Neural Posterior,Dare_Neural Posterior
2411-3-6,Neural Anterior,Dare_Neural Anterior
2412-3-6,Neural Posterior,Dare_Neural Posterior
2417-3-6,Neural Mid,Dare_Neural Mid
2418-3-6,Neural Posterior,Dare_Neural Posterior
2423-3-6,Mesoderm,Dare_Mesoderm
2424-3-6,Neural Mid,Dare_Neural Mid
2429-3-6,Neural Crest,Dare_Neural Crest
2430-3-6,Neural Posterior,Dare_Neural Posterior
2435-3-6,Neural Mid,Dare_Neural Mid
2436-3-6,Neural Posterior,Dare_Neural Posterior
2441-3-6,Neural Posterior,Dare_Neural Posterior
2442-3-6,Epidermal,Dare_Epidermal
2447-3-6,Neural Posterior,Dare_Neural Posterior
2448-3-6,Neural Posterior,Dare_Neural Posterior
2453-3-6,Mesoderm,Dare_Mesoderm
2454-3-6,Neural Posterior,Dare_Neural Posterior
2459-3-6,Neural Mid,Dare_Neural Mid
2460-3-6,Neural Posterior,Dare_Neural Posterior
2465-3-6,Neural Mid,Dare_Neural Mid
2466-3-6,Neural Posterior,Dare_Neural Posterior
2471-3-6,Epidermal,Dare_Epidermal
2472-3-6,Neural Mid,Dare_Neural Mid
2477-3-6,Endoderm,Dare_Endoderm
2478-3-6,Mesoderm,Dare_Mesoderm
2483-3-6,Endoderm,Dare_Endoderm
2484-3-6,Neural Anterior,Dare_Neural Anterior
2489-3-6,Neural Posterior,Dare_Neural Posterior
2490-3-6,Neural Posterior,Dare_Neural Posterior
2495-3-6,Mesoderm,Dare_Mesoderm
2496-3-6,Neural Anterior,Dare_Neural Anterior
2501-3-6,Mesoderm,Dare_Mesoderm
2502-3-6,Neural Posterior,Dare_Neural Posterior
2507-3-6,Neural Posterior,Dare_Neural Posterior
2508-3-6,Neural Posterior,Dare_Neural Posterior
2513-3-6,Mesoderm,Dare_Mesoderm
2514-3-6,Neural Anterior,Dare_Neural Anterior
2519-3-6,Neural Posterior,Dare_Neural Posterior
2520-3-6,Neural Crest,Dare_Neural Crest
2525-3-6,Mesoderm,Dare_Mesoderm
2526-3-6,Neural Mid,Dare_Neural Mid
2531-3-6,Epidermal,Dare_Epidermal
2532-3-6,Neural Anterior,Dare_Neural Anterior
2537-3-6,Endoderm,Dare_Endoderm
2538-3-6,Neural Posterior,Dare_Neural Posterior
2543-3-6,Mesoderm,Dare_Mesoderm
2544-3-6,Neural Mid,Dare_Neural Mid
2549-3-6,Neural Posterior,Dare_Neural Posterior
2550-3-6,Neural Posterior,Dare_Neural Posterior
2555-3-6,Neural Posterior,Dare_Neural Posterior
2561-3-6,Neural Posterior,Dare_Neural Posterior
2562-3-6,Neural Posterior,Dare_Neural Posterior
2567-3-6,Neural Posterior,Dare_Neural Posterior
2568-3-6,Neural Anterior,Dare_Neural Anterior
2573-3-6,Neural Anterior,Dare_Neural Anterior
2574-3-6,Neural Mid,Dare_Neural Mid
2579-3-6,Neural Anterior,Dare_Neural Anterior
2580-3-6,Mesoderm,Dare_Mesoderm
2585-3-6,Neural Mid,Dare_Neural Mid
2586-3-6,Neural Posterior,Dare_Neural Posterior
2591-3-6,Mesoderm,Dare_Mesoderm
2592-3-6,Neural Anterior,Dare_Neural Anterior
2597-3-6,Neural Posterior,Dare_Neural Posterior
2598-3-6,Neural Posterior,Dare_Neural Posterior
2603-3-6,Neural Anterior,Dare_Neural Anterior
2604-3-6,Neural Posterior,Dare_Neural Posterior
2609-3-6,Epidermal,Dare_Epidermal
2610-3-6,Neural Posterior,Dare_Neural Posterior
2615-3-6,Mesoderm,Dare_Mesoderm
2616-3-6,Neural Mid,Dare_Neural Mid
2621-3-6,Neural Anterior,Dare_Neural Anterior
2622-3-6,Mesoderm,Dare_Mesoderm
2627-3-6,Neural Mid,Dare_Neural Mid
2628-3-6,Neural Posterior,Dare_Neural Posterior
2633-3-6,Neural Mid,Dare_Neural Mid
2634-3-6,Neural Mid,Dare_Neural Mid
2639-3-6,Neural Anterior,Dare_Neural Anterior
2640-3-6,Mesoderm,Dare_Mesoderm
2645-3-6,Neural Posterior,Dare_Neural Posterior
2646-3-6,Neural Posterior,Dare_Neural Posterior
2651-3-6,Epidermal,Dare_Epidermal
2652-3-6,Endoderm,Dare_Endoderm
2657-3-6,Neural Mid,Dare_Neural Mid
2658-3-6,Neural Posterior,Dare_Neural Posterior
2663-3-6,Mesoderm,Dare_Mesoderm
2664-3-6,Neural Posterior,Dare_Neural Posterior
2669-3-6,Neural Anterior,Dare_Neural Anterior
2670-3-6,Neural Posterior,Dare_Neural Posterior
2675-3-6,Neural Anterior,Dare_Neural Anterior
2676-3-6,Neural Posterior,Dare_Neural Posterior
2681-3-6,Mesoderm,Dare_Mesoderm
2682-3-6,Neural Posterior,Dare_Neural Posterior
2687-3-6,Mesoderm,Dare_Mesoderm
2688-3-6,Neural Posterior,Dare_Neural Posterior
2693-3-6,Neural Mid,Dare_Neural Mid
2694-3-6,Neural Posterior,Dare_Neural Posterior
2699-3-6,Neural Anterior,Dare_Neural Anterior
2700-3-6,Neural Posterior,Dare_Neural Posterior
2705-3-6,Epidermal,Dare_Epidermal
2706-3-6,Neural Posterior,Dare_Neural Posterior
2711-3-6,Neural Anterior,Dare_Neural Anterior
2712-3-6,Neural Posterior,Dare_Neural Posterior
2717-3-6,Neural Posterior,Dare_Neural Posterior
2718-3-6,Neural Posterior,Dare_Neural Posterior
2723-3-6,Neural Mid,Dare_Neural Mid
2724-3-6,Epidermal,Dare_Epidermal
2729-3-6,Neural Posterior,Dare_Neural Posterior
2730-3-6,Neural Posterior,Dare_Neural Posterior
2735-3-6,Neural Anterior,Dare_Neural Anterior
2736-3-6,Mesoderm,Dare_Mesoderm
2741-3-6,Neural Posterior,Dare_Neural Posterior
2742-3-6,Neural Posterior,Dare_Neural Posterior
2747-3-6,Neural Anterior,Dare_Neural Anterior
2748-3-6,Neural Mid,Dare_Neural Mid
2753-3-6,Epidermal,Dare_Epidermal
2754-3-6,Neural Posterior,Dare_Neural Posterior
2759-3-6,Neural Mid,Dare_Neural Mid
2760-3-6,Mesoderm,Dare_Mesoderm
2765-3-6,Endoderm,Dare_Endoderm
2766-3-6,Neural Posterior,Dare_Neural Posterior
2771-3-6,Neural Anterior,Dare_Neural Anterior
2772-3-6,Neural Crest,Dare_Neural Crest
2777-3-6,Neural Anterior,Dare_Neural Anterior
2778-3-6,Neural Mid,Dare_Neural Mid
2783-3-6,Neural Posterior,Dare_Neural Posterior
2784-3-6,Mesoderm,Dare_Mesoderm
2789-3-6,Neural Posterior,Dare_Neural Posterior
2790-3-6,Neural Posterior,Dare_Neural Posterior
2795-3-6,Neural Anterior,Dare_Neural Anterior
2796-3-6,Neural Posterior,Dare_Neural Posterior
2801-3-6,Neural Anterior,Dare_Neural Anterior
2802-3-6,Neural Anterior,Dare_Neural Anterior
2807-3-6,Neural Mid,Dare_Neural Mid
2808-3-6,Neural Posterior,Dare_Neural Posterior
2813-3-6,Neural Anterior,Dare_Neural Anterior
2814-3-6,Mesoderm,Dare_Mesoderm
2819-3-6,Neural Mid,Dare_Neural Mid
2820-3-6,Neural Mid,Dare_Neural Mid
2825-3-6,Neural Anterior,Dare_Neural Anterior
2826-3-6,Neural Anterior,Dare_Neural Anterior
2831-3-6,Neural Anterior,Dare_Neural Anterior
2832-3-6,Neural Mid,Dare_Neural Mid
2837-3-6,Neural Mid,Dare_Neural Mid
2838-3-6,Mesoderm,Dare_Mesoderm
2843-3-6,Neural Anterior,Dare_Neural Anterior
2844-3-6,Neural Anterior,Dare_Neural Anterior
2849-3-6,Mesoderm,Dare_Mesoderm
2850-3-6,Neural Posterior,Dare_Neural Posterior
2855-3-6,Neural Anterior,Dare_Neural Anterior
2856-3-6,Neural Mid,Dare_Neural Mid
2861-3-6,Neural Posterior,Dare_Neural Posterior
2862-3-6,Neural Anterior,Dare_Neural Anterior
2867-3-6,Neural Mid,Dare_Neural Mid
2868-3-6,Mesoderm,Dare_Mesoderm
2873-3-6,Neural Anterior,Dare_Neural Anterior
2874-3-6,Neural Mid,Dare_Neural Mid
2879-3-6,Mesoderm,Dare_Mesoderm
2880-3-6,Mesoderm,Dare_Mesoderm
2885-3-6,Neural Anterior,Dare_Neural Anterior
2886-3-6,Neural Crest,Dare_Neural Crest
2891-3-6,Neural Anterior,Dare_Neural Anterior
2892-3-6,Neural Posterior,Dare_Neural Posterior
2897-3-6,Neural Posterior,Dare_Neural Posterior
2898-3-6,Neural Posterior,Dare_Neural Posterior
2903-3-6,Neural Posterior,Dare_Neural Posterior
2904-3-6,Mesoderm,Dare_Mesoderm
2909-3-6,Mesoderm,Dare_Mesoderm
2910-3-6,Neural Posterior,Dare_Neural Posterior
2915-3-6,Neural Posterior,Dare_Neural Posterior
2916-3-6,Mesoderm,Dare_Mesoderm
2921-3-6,Neural Anterior,Dare_Neural Anterior
2922-3-6,Neural Mid,Dare_Neural Mid
2927-3-6,Neural Anterior,Dare_Neural Anterior
2928-3-6,Neural Anterior,Dare_Neural Anterior
2933-3-6,Neural Posterior,Dare_Neural Posterior
2934-3-6,Neural Posterior,Dare_Neural Posterior
2939-3-6,Neural Anterior,Dare_Neural Anterior
2940-3-6,Neural Posterior,Dare_Neural Posterior
2945-3-6,Neural Anterior,Dare_Neural Anterior
2946-3-6,Neural Posterior,Dare_Neural Posterior
2951-3-6,Neural Posterior,Dare_Neural Posterior
2952-3-6,Neural Posterior,Dare_Neural Posterior
2957-3-6,Neural Posterior,Dare_Neural Posterior
2958-3-6,Neural Anterior,Dare_Neural Anterior
2963-3-6,Neural Anterior,Dare_Neural Anterior
2964-3-6,Neural Mid,Dare_Neural Mid
2969-3-6,Mesoderm,Dare_Mesoderm
2970-3-6,Neural Posterior,Dare_Neural Posterior
2975-3-6,Epidermal,Dare_Epidermal
2976-3-6,Neural Anterior,Dare_Neural Anterior
2981-3-6,Neural Anterior,Dare_Neural Anterior
2982-3-6,Neural Posterior,Dare_Neural Posterior
2987-3-6,Neural Posterior,Dare_Neural Posterior
2988-3-6,Mesoderm,Dare_Mesoderm
2993-3-6,Neural Posterior,Dare_Neural Posterior
2994-3-6,Neural Posterior,Dare_Neural Posterior
2999-3-6,Neural Anterior,Dare_Neural Anterior
3000-3-6,Neural Mid,Dare_Neural Mid
3005-3-6,Neural Anterior,Dare_Neural Anterior
3006-3-6,Neural Anterior,Dare_Neural Anterior
3011-3-6,Endoderm,Dare_Endoderm
3012-3-6,Neural Posterior,Dare_Neural Posterior
3017-3-6,Epidermal,Dare_Epidermal
3018-3-6,Neural Mid,Dare_Neural Mid
3023-3-6,Neural Anterior,Dare_Neural Anterior
3024-3-6,Neural Anterior,Dare_Neural Anterior
3029-3-6,Neural Posterior,Dare_Neural Posterior
3030-3-6,Neural Posterior,Dare_Neural Posterior
3035-3-6,Neural Posterior,Dare_Neural Posterior
3036-3-6,Mesoderm,Dare_Mesoderm
3041-3-6,Neural Anterior,Dare_Neural Anterior
3042-3-6,Neural Posterior,Dare_Neural Posterior
3047-3-6,Neural Anterior,Dare_Neural Anterior
3048-3-6,Neural Mid,Dare_Neural Mid
3053-3-6,Neural Posterior,Dare_Neural Posterior
3054-3-6,Neural Anterior,Dare_Neural Anterior
3059-3-6,Neural Anterior,Dare_Neural Anterior
3060-3-6,Neural Mid,Dare_Neural Mid
3065-3-6,Mesoderm,Dare_Mesoderm
3066-3-6,Neural Anterior,Dare_Neural Anterior
3071-3-6,Neural Posterior,Dare_Neural Posterior
3072-3-6,Neural Posterior,Dare_Neural Posterior
3077-3-6,Neural Anterior,Dare_Neural Anterior
3078-3-6,Mesoderm,Dare_Mesoderm
3083-3-6,Neural Posterior,Dare_Neural Posterior
3084-3-6,Neural Anterior,Dare_Neural Anterior
3089-3-6,Neural Posterior,Dare_Neural Posterior
3095-3-6,Neural Posterior,Dare_Neural Posterior
3096-3-6,Endoderm,Dare_Endoderm
3101-3-6,Epidermal,Dare_Epidermal
3102-3-6,Neural Posterior,Dare_Neural Posterior
3107-3-6,Neural Posterior,Dare_Neural Posterior
3108-3-6,Neural Posterior,Dare_Neural Posterior
3113-3-6,Mesoderm,Dare_Mesoderm
3114-3-6,Neural Posterior,Dare_Neural Posterior
3119-3-6,Neural Posterior,Dare_Neural Posterior
3120-3-6,Neural Posterior,Dare_Neural Posterior
3125-3-6,Neural Anterior,Dare_Neural Anterior
3126-3-6,Neural Posterior,Dare_Neural Posterior
3131-3-6,Neural Mid,Dare_Neural Mid
3132-3-6,Neural Posterior,Dare_Neural Posterior
0-4-6,Mesoderm,Dare_Mesoderm
1-4-6,Neural Anterior,Dare_Neural Anterior
2-4-6,Neural Mid,Dare_Neural Mid
6-4-6,Mesoderm,Dare_Mesoderm
7-4-6,Neural Posterior,Dare_Neural Posterior
8-4-6,Mesoderm,Dare_Mesoderm
12-4-6,Mesoderm,Dare_Mesoderm
13-4-6,Mesoderm,Dare_Mesoderm
14-4-6,Neural Anterior,Dare_Neural Anterior
18-4-6,Neural Mid,Dare_Neural Mid
19-4-6,Neural Anterior,Dare_Neural Anterior
20-4-6,Neural Posterior,Dare_Neural Posterior
25-4-6,Neural Mid,Dare_Neural Mid
26-4-6,Neural Mid,Dare_Neural Mid
30-4-6,Mesoderm,Dare_Mesoderm
31-4-6,Neural Posterior,Dare_Neural Posterior
32-4-6,Epidermal,Dare_Epidermal
36-4-6,Mesoderm,Dare_Mesoderm
37-4-6,Neural Posterior,Dare_Neural Posterior
38-4-6,Neural Posterior,Dare_Neural Posterior
42-4-6,Mesoderm,Dare_Mesoderm
43-4-6,Neural Anterior,Dare_Neural Anterior
44-4-6,Neural Mid,Dare_Neural Mid
48-4-6,Mesoderm,Dare_Mesoderm
49-4-6,Neural Posterior,Dare_Neural Posterior
50-4-6,Neural Anterior,Dare_Neural Anterior
54-4-6,Mesoderm,Dare_Mesoderm
55-4-6,Neural Posterior,Dare_Neural Posterior
56-4-6,Neural Anterior,Dare_Neural Anterior
60-4-6,Mesoderm,Dare_Mesoderm
61-4-6,Neural Mid,Dare_Neural Mid
62-4-6,Neural Posterior,Dare_Neural Posterior
66-4-6,Mesoderm,Dare_Mesoderm
67-4-6,Neural Posterior,Dare_Neural Posterior
68-4-6,Neural Anterior,Dare_Neural Anterior
72-4-6,Mesoderm,Dare_Mesoderm
73-4-6,Mesoderm,Dare_Mesoderm
74-4-6,Neural Mid,Dare_Neural Mid
78-4-6,Epidermal,Dare_Epidermal
79-4-6,Neural Mid,Dare_Neural Mid
80-4-6,Neural Anterior,Dare_Neural Anterior
85-4-6,Neural Posterior,Dare_Neural Posterior
86-4-6,Neural Posterior,Dare_Neural Posterior
90-4-6,Neural Anterior,Dare_Neural Anterior
91-4-6,Neural Anterior,Dare_Neural Anterior
92-4-6,Neural Mid,Dare_Neural Mid
96-4-6,Neural Anterior,Dare_Neural Anterior
97-4-6,Neural Anterior,Dare_Neural Anterior
98-4-6,Neural Mid,Dare_Neural Mid
102-4-6,Mesoderm,Dare_Mesoderm
103-4-6,Mesoderm,Dare_Mesoderm
104-4-6,Neural Posterior,Dare_Neural Posterior
108-4-6,Neural Anterior,Dare_Neural Anterior
109-4-6,Epidermal,Dare_Epidermal
110-4-6,Neural Posterior,Dare_Neural Posterior
114-4-6,Mesoderm,Dare_Mesoderm
115-4-6,Epidermal,Dare_Epidermal
116-4-6,Mesoderm,Dare_Mesoderm
120-4-6,Mesoderm,Dare_Mesoderm
121-4-6,Neural Posterior,Dare_Neural Posterior
122-4-6,Neural Mid,Dare_Neural Mid
126-4-6,Mesoderm,Dare_Mesoderm
127-4-6,Epidermal,Dare_Epidermal
128-4-6,Neural Mid,Dare_Neural Mid
132-4-6,Epidermal,Dare_Epidermal
133-4-6,Neural Mid,Dare_Neural Mid
134-4-6,Neural Posterior,Dare_Neural Posterior
138-4-6,Neural Posterior,Dare_Neural Posterior
139-4-6,Neural Anterior,Dare_Neural Anterior
140-4-6,Neural Anterior,Dare_Neural Anterior
144-4-6,Mesoderm,Dare_Mesoderm
145-4-6,Neural Posterior,Dare_Neural Posterior
146-4-6,Neural Posterior,Dare_Neural Posterior
150-4-6,Mesoderm,Dare_Mesoderm
151-4-6,Neural Mid,Dare_Neural Mid
152-4-6,Neural Anterior,Dare_Neural Anterior
156-4-6,Mesoderm,Dare_Mesoderm
157-4-6,Endoderm,Dare_Endoderm
158-4-6,Neural Mid,Dare_Neural Mid
162-4-6,Epidermal,Dare_Epidermal
163-4-6,Mesoderm,Dare_Mesoderm
164-4-6,Neural Posterior,Dare_Neural Posterior
168-4-6,Mesoderm,Dare_Mesoderm
169-4-6,Mesoderm,Dare_Mesoderm
170-4-6,Endoderm,Dare_Endoderm
174-4-6,Epidermal,Dare_Epidermal
175-4-6,Neural Anterior,Dare_Neural Anterior
176-4-6,Neural Posterior,Dare_Neural Posterior
180-4-6,Neural Crest,Dare_Neural Crest
181-4-6,Endoderm,Dare_Endoderm
182-4-6,Neural Anterior,Dare_Neural Anterior
186-4-6,Neural Anterior,Dare_Neural Anterior
187-4-6,Neural Posterior,Dare_Neural Posterior
188-4-6,Neural Posterior,Dare_Neural Posterior
192-4-6,Epidermal,Dare_Epidermal
193-4-6,Neural Anterior,Dare_Neural Anterior
194-4-6,Neural Mid,Dare_Neural Mid
198-4-6,Neural Posterior,Dare_Neural Posterior
199-4-6,Neural Posterior,Dare_Neural Posterior
200-4-6,Neural Anterior,Dare_Neural Anterior
204-4-6,Neural Anterior,Dare_Neural Anterior
205-4-6,Mesoderm,Dare_Mesoderm
206-4-6,Neural Mid,Dare_Neural Mid
210-4-6,Neural Posterior,Dare_Neural Posterior
211-4-6,Neural Anterior,Dare_Neural Anterior
212-4-6,Mesoderm,Dare_Mesoderm
216-4-6,Neural Crest,Dare_Neural Crest
217-4-6,Mesoderm,Dare_Mesoderm
218-4-6,Neural Mid,Dare_Neural Mid
222-4-6,Mesoderm,Dare_Mesoderm
223-4-6,Neural Mid,Dare_Neural Mid
224-4-6,Germline,Dare_Germline
228-4-6,Neural Anterior,Dare_Neural Anterior
229-4-6,Neural Posterior,Dare_Neural Posterior
230-4-6,Epidermal,Dare_Epidermal
234-4-6,Neural Anterior,Dare_Neural Anterior
235-4-6,Neural Posterior,Dare_Neural Posterior
236-4-6,Mesoderm,Dare_Mesoderm
