CellName,broad_cell_type,CellTypes
0-0-6,Mesoderm,Dare_Mesoderm
1-0-6,Neural Posterior,Dare_Neural Posterior
2-0-6,Neural Anterior,Dare_Neural Anterior
6-0-6,Mesoderm,Dare_Mesoderm
7-0-6,Neural Crest,Dare_Neural Crest
8-0-6,Neural Posterior,Dare_Neural Posterior
12-0-6,Mesoderm,Dare_Mesoderm
13-0-6,Neural Posterior,Dare_Neural Posterior
14-0-6,Neural Posterior,Dare_Neural Posterior
18-0-6,Mesoderm,Dare_Mesoderm
19-0-6,Neural Mid,Dare_Neural Mid
20-0-6,Neural Mid,Dare_Neural Mid
25-0-6,Neural Posterior,Dare_Neural Posterior
26-0-6,Neural Mid,Dare_Neural Mid
30-0-6,Mesoderm,Dare_Mesoderm
31-0-6,Neural Mid,Dare_Neural Mid
32-0-6,Neural Posterior,Dare_Neural Posterior
36-0-6,Mesoderm,Dare_Mesoderm
37-0-6,Neural Anterior,Dare_Neural Anterior
43-0-6,Mesoderm,Dare_Mesoderm
48-0-6,Mesoderm,Dare_Mesoderm
49-0-6,Epidermal,Dare_Epidermal
50-0-6,Neural Mid,Dare_Neural Mid
54-0-6,Mesoderm,Dare_Mesoderm
55-0-6,Neural Mid,Dare_Neural Mid
56-0-6,Neural Mid,Dare_Neural Mid
60-0-6,Mesoderm,Dare_Mesoderm
61-0-6,Neural Mid,Dare_Neural Mid
62-0-6,Neural Mid,Dare_Neural Mid
66-0-6,Mesoderm,Dare_Mesoderm
67-0-6,Neural Mid,Dare_Neural Mid
68-0-6,Neural Posterior,Dare_Neural Posterior
72-0-6,Neural Crest,Dare_Neural Crest
73-0-6,Neural Posterior,Dare_Neural Posterior
74-0-6,Neural Mid,Dare_Neural Mid
78-0-6,Mesoderm,Dare_Mesoderm
79-0-6,Neural Mid,Dare_Neural Mid
80-0-6,Neural Mid,Dare_Neural Mid
84-0-6,Mesoderm,Dare_Mesoderm
85-0-6,Neural Anterior,Dare_Neural Anterior
86-0-6,Neural Mid,Dare_Neural Mid
91-0-6,Mesoderm,Dare_Mesoderm
92-0-6,Neural Posterior,Dare_Neural Posterior
96-0-6,Epidermal,Dare_Epidermal
97-0-6,Neural Anterior,Dare_Neural Anterior
98-0-6,Neural Mid,Dare_Neural Mid
102-0-6,Mesoderm,Dare_Mesoderm
103-0-6,Neural Anterior,Dare_Neural Anterior
104-0-6,Neural Anterior,Dare_Neural Anterior
108-0-6,Epidermal,Dare_Epidermal
109-0-6,Neural Mid,Dare_Neural Mid
110-0-6,Mesoderm,Dare_Mesoderm
114-0-6,Mesoderm,Dare_Mesoderm
115-0-6,Neural Posterior,Dare_Neural Posterior
116-0-6,Neural Posterior,Dare_Neural Posterior
120-0-6,Mesoderm,Dare_Mesoderm
121-0-6,Mesoderm,Dare_Mesoderm
122-0-6,Mesoderm,Dare_Mesoderm
126-0-6,Mesoderm,Dare_Mesoderm
127-0-6,Epidermal,Dare_Epidermal
128-0-6,Neural Mid,Dare_Neural Mid
132-0-6,Neural Anterior,Dare_Neural Anterior
133-0-6,Neural Posterior,Dare_Neural Posterior
134-0-6,Neural Posterior,Dare_Neural Posterior
138-0-6,Neural Anterior,Dare_Neural Anterior
139-0-6,Neural Posterior,Dare_Neural Posterior
140-0-6,Mesoderm,Dare_Mesoderm
144-0-6,Neural Anterior,Dare_Neural Anterior
145-0-6,Mesoderm,Dare_Mesoderm
146-0-6,Neural Anterior,Dare_Neural Anterior
150-0-6,Mesoderm,Dare_Mesoderm
152-0-6,Neural Posterior,Dare_Neural Posterior
156-0-6,Neural Anterior,Dare_Neural Anterior
157-0-6,Neural Posterior,Dare_Neural Posterior
162-0-6,Mesoderm,Dare_Mesoderm
163-0-6,Neural Anterior,Dare_Neural Anterior
164-0-6,Neural Posterior,Dare_Neural Posterior
168-0-6,Epidermal,Dare_Epidermal
169-0-6,Neural Mid,Dare_Neural Mid
170-0-6,Neural Mid,Dare_Neural Mid
174-0-6,Neural Posterior,Dare_Neural Posterior
175-0-6,Neural Posterior,Dare_Neural Posterior
176-0-6,Neural Mid,Dare_Neural Mid
180-0-6,Mesoderm,Dare_Mesoderm
181-0-6,Neural Anterior,Dare_Neural Anterior
182-0-6,Neural Posterior,Dare_Neural Posterior
186-0-6,Mesoderm,Dare_Mesoderm
187-0-6,Neural Mid,Dare_Neural Mid
188-0-6,Neural Posterior,Dare_Neural Posterior
192-0-6,Mesoderm,Dare_Mesoderm
193-0-6,Mesoderm,Dare_Mesoderm
194-0-6,Neural Anterior,Dare_Neural Anterior
198-0-6,Mesoderm,Dare_Mesoderm
199-0-6,Neural Crest,Dare_Neural Crest
200-0-6,Neural Anterior,Dare_Neural Anterior
204-0-6,Epidermal,Dare_Epidermal
205-0-6,Neural Posterior,Dare_Neural Posterior
210-0-6,Mesoderm,Dare_Mesoderm
211-0-6,Neural Anterior,Dare_Neural Anterior
212-0-6,Neural Mid,Dare_Neural Mid
216-0-6,Neural Anterior,Dare_Neural Anterior
217-0-6,Neural Posterior,Dare_Neural Posterior
218-0-6,Neural Posterior,Dare_Neural Posterior
222-0-6,Neural Posterior,Dare_Neural Posterior
223-0-6,Mesoderm,Dare_Mesoderm
224-0-6,Neural Mid,Dare_Neural Mid
228-0-6,Epidermal,Dare_Epidermal
229-0-6,Neural Posterior,Dare_Neural Posterior
230-0-6,Neural Anterior,Dare_Neural Anterior
234-0-6,Neural Crest,Dare_Neural Crest
235-0-6,Neural Posterior,Dare_Neural Posterior
236-0-6,Neural Anterior,Dare_Neural Anterior
240-0-6,Mesoderm,Dare_Mesoderm
241-0-6,Neural Posterior,Dare_Neural Posterior
242-0-6,Neural Posterior,Dare_Neural Posterior
246-0-6,Mesoderm,Dare_Mesoderm
247-0-6,Neural Posterior,Dare_Neural Posterior
248-0-6,Epidermal,Dare_Epidermal
252-0-6,Mesoderm,Dare_Mesoderm
253-0-6,Neural Anterior,Dare_Neural Anterior
254-0-6,Neural Posterior,Dare_Neural Posterior
258-0-6,Mesoderm,Dare_Mesoderm
260-0-6,Neural Mid,Dare_Neural Mid
264-0-6,Neural Anterior,Dare_Neural Anterior
265-0-6,Neural Posterior,Dare_Neural Posterior
266-0-6,Neural Posterior,Dare_Neural Posterior
270-0-6,Mesoderm,Dare_Mesoderm
271-0-6,Mesoderm,Dare_Mesoderm
272-0-6,Neural Posterior,Dare_Neural Posterior
276-0-6,Mesoderm,Dare_Mesoderm
277-0-6,Mesoderm,Dare_Mesoderm
278-0-6,Mesoderm,Dare_Mesoderm
282-0-6,Neural Posterior,Dare_Neural Posterior
283-0-6,Mesoderm,Dare_Mesoderm
284-0-6,Neural Anterior,Dare_Neural Anterior
288-0-6,Neural Mid,Dare_Neural Mid
289-0-6,Mesoderm,Dare_Mesoderm
290-0-6,Neural Posterior,Dare_Neural Posterior
294-0-6,Neural Posterior,Dare_Neural Posterior
295-0-6,Neural Posterior,Dare_Neural Posterior
296-0-6,Epidermal,Dare_Epidermal
301-0-6,Neural Mid,Dare_Neural Mid
302-0-6,Epidermal,Dare_Epidermal
306-0-6,Epidermal,Dare_Epidermal
307-0-6,Neural Posterior,Dare_Neural Posterior
308-0-6,Neural Posterior,Dare_Neural Posterior
312-0-6,Mesoderm,Dare_Mesoderm
313-0-6,Neural Mid,Dare_Neural Mid
314-0-6,Neural Posterior,Dare_Neural Posterior
318-0-6,Neural Posterior,Dare_Neural Posterior
319-0-6,Neural Mid,Dare_Neural Mid
320-0-6,Neural Anterior,Dare_Neural Anterior
324-0-6,Neural Posterior,Dare_Neural Posterior
325-0-6,Neural Posterior,Dare_Neural Posterior
326-0-6,Neural Anterior,Dare_Neural Anterior
330-0-6,Neural Crest,Dare_Neural Crest
331-0-6,Neural Anterior,Dare_Neural Anterior
332-0-6,Neural Anterior,Dare_Neural Anterior
336-0-6,Mesoderm,Dare_Mesoderm
337-0-6,Neural Anterior,Dare_Neural Anterior
338-0-6,Neural Anterior,Dare_Neural Anterior
342-0-6,Mesoderm,Dare_Mesoderm
343-0-6,Epidermal,Dare_Epidermal
344-0-6,Epidermal,Dare_Epidermal
348-0-6,Mesoderm,Dare_Mesoderm
349-0-6,Neural Posterior,Dare_Neural Posterior
350-0-6,Neural Mid,Dare_Neural Mid
354-0-6,Neural Anterior,Dare_Neural Anterior
355-0-6,Neural Posterior,Dare_Neural Posterior
356-0-6,Neural Posterior,Dare_Neural Posterior
360-0-6,Epidermal,Dare_Epidermal
361-0-6,Neural Anterior,Dare_Neural Anterior
362-0-6,Neural Posterior,Dare_Neural Posterior
366-0-6,Epidermal,Dare_Epidermal
367-0-6,Neural Mid,Dare_Neural Mid
368-0-6,Neural Anterior,Dare_Neural Anterior
372-0-6,Neural Anterior,Dare_Neural Anterior
373-0-6,Neural Anterior,Dare_Neural Anterior
374-0-6,Epidermal,Dare_Epidermal
378-0-6,Neural Crest,Dare_Neural Crest
379-0-6,Neural Mid,Dare_Neural Mid
380-0-6,Neural Posterior,Dare_Neural Posterior
384-0-6,Neural Anterior,Dare_Neural Anterior
385-0-6,Neural Posterior,Dare_Neural Posterior
386-0-6,Neural Posterior,Dare_Neural Posterior
390-0-6,Epidermal,Dare_Epidermal
391-0-6,Neural Anterior,Dare_Neural Anterior
396-0-6,Mesoderm,Dare_Mesoderm
397-0-6,Neural Mid,Dare_Neural Mid
398-0-6,Neural Mid,Dare_Neural Mid
402-0-6,Neural Anterior,Dare_Neural Anterior
403-0-6,Mesoderm,Dare_Mesoderm
404-0-6,Neural Mid,Dare_Neural Mid
408-0-6,Neural Anterior,Dare_Neural Anterior
409-0-6,Neural Mid,Dare_Neural Mid
414-0-6,Mesoderm,Dare_Mesoderm
415-0-6,Neural Anterior,Dare_Neural Anterior
416-0-6,Neural Posterior,Dare_Neural Posterior
420-0-6,Mesoderm,Dare_Mesoderm
421-0-6,Neural Anterior,Dare_Neural Anterior
422-0-6,Neural Mid,Dare_Neural Mid
426-0-6,Neural Posterior,Dare_Neural Posterior
427-0-6,Mesoderm,Dare_Mesoderm
428-0-6,Neural Anterior,Dare_Neural Anterior
432-0-6,Neural Mid,Dare_Neural Mid
433-0-6,Neural Anterior,Dare_Neural Anterior
434-0-6,Epidermal,Dare_Epidermal
438-0-6,Mesoderm,Dare_Mesoderm
439-0-6,Neural Posterior,Dare_Neural Posterior
440-0-6,Neural Posterior,Dare_Neural Posterior
444-0-6,Neural Anterior,Dare_Neural Anterior
445-0-6,Neural Posterior,Dare_Neural Posterior
446-0-6,Neural Mid,Dare_Neural Mid
450-0-6,Neural Posterior,Dare_Neural Posterior
451-0-6,Mesoderm,Dare_Mesoderm
452-0-6,Neural Mid,Dare_Neural Mid
456-0-6,Neural Anterior,Dare_Neural Anterior
457-0-6,Neural Posterior,Dare_Neural Posterior
458-0-6,Neural Mid,Dare_Neural Mid
462-0-6,Neural Mid,Dare_Neural Mid
463-0-6,Neural Anterior,Dare_Neural Anterior
464-0-6,Neural Posterior,Dare_Neural Posterior
468-0-6,Neural Crest,Dare_Neural Crest
469-0-6,Neural Mid,Dare_Neural Mid
470-0-6,Neural Mid,Dare_Neural Mid
474-0-6,Mesoderm,Dare_Mesoderm
475-0-6,Neural Posterior,Dare_Neural Posterior
476-0-6,Neural Anterior,Dare_Neural Anterior
480-0-6,Neural Anterior,Dare_Neural Anterior
481-0-6,Endoderm,Dare_Endoderm
482-0-6,Mesoderm,Dare_Mesoderm
486-0-6,Mesoderm,Dare_Mesoderm
487-0-6,Mesoderm,Dare_Mesoderm
488-0-6,Neural Posterior,Dare_Neural Posterior
492-0-6,Neural Posterior,Dare_Neural Posterior
493-0-6,Epidermal,Dare_Epidermal
494-0-6,Mesoderm,Dare_Mesoderm
498-0-6,Mesoderm,Dare_Mesoderm
499-0-6,Neural Mid,Dare_Neural Mid
500-0-6,Neural Anterior,Dare_Neural Anterior
504-0-6,Neural Anterior,Dare_Neural Anterior
505-0-6,Neural Mid,Dare_Neural Mid
506-0-6,Neural Anterior,Dare_Neural Anterior
510-0-6,Mesoderm,Dare_Mesoderm
511-0-6,Neural Mid,Dare_Neural Mid
512-0-6,Neural Mid,Dare_Neural Mid
516-0-6,Mesoderm,Dare_Mesoderm
517-0-6,Mesoderm,Dare_Mesoderm
518-0-6,Mesoderm,Dare_Mesoderm
522-0-6,Neural Anterior,Dare_Neural Anterior
523-0-6,Epidermal,Dare_Epidermal
524-0-6,Neural Anterior,Dare_Neural Anterior
528-0-6,Mesoderm,Dare_Mesoderm
529-0-6,Neural Anterior,Dare_Neural Anterior
530-0-6,Neural Mid,Dare_Neural Mid
534-0-6,Neural Posterior,Dare_Neural Posterior
535-0-6,Neural Anterior,Dare_Neural Anterior
536-0-6,Neural Posterior,Dare_Neural Posterior
540-0-6,Mesoderm,Dare_Mesoderm
541-0-6,Neural Posterior,Dare_Neural Posterior
542-0-6,Neural Posterior,Dare_Neural Posterior
546-0-6,Mesoderm,Dare_Mesoderm
547-0-6,Neural Posterior,Dare_Neural Posterior
548-0-6,Mesoderm,Dare_Mesoderm
552-0-6,Mesoderm,Dare_Mesoderm
553-0-6,Neural Mid,Dare_Neural Mid
554-0-6,Neural Posterior,Dare_Neural Posterior
558-0-6,Mesoderm,Dare_Mesoderm
559-0-6,Neural Anterior,Dare_Neural Anterior
560-0-6,Neural Anterior,Dare_Neural Anterior
564-0-6,Epidermal,Dare_Epidermal
565-0-6,Mesoderm,Dare_Mesoderm
566-0-6,Neural Mid,Dare_Neural Mid
570-0-6,Mesoderm,Dare_Mesoderm
571-0-6,Neural Anterior,Dare_Neural Anterior
572-0-6,Neural Mid,Dare_Neural Mid
576-0-6,Neural Anterior,Dare_Neural Anterior
577-0-6,Neural Posterior,Dare_Neural Posterior
578-0-6,Neural Posterior,Dare_Neural Posterior
582-0-6,Neural Posterior,Dare_Neural Posterior
583-0-6,Neural Mid,Dare_Neural Mid
584-0-6,Neural Posterior,Dare_Neural Posterior
588-0-6,Mesoderm,Dare_Mesoderm
589-0-6,Mesoderm,Dare_Mesoderm
590-0-6,Mesoderm,Dare_Mesoderm
594-0-6,Neural Anterior,Dare_Neural Anterior
595-0-6,Epidermal,Dare_Epidermal
596-0-6,Neural Posterior,Dare_Neural Posterior
600-0-6,Mesoderm,Dare_Mesoderm
601-0-6,Neural Posterior,Dare_Neural Posterior
602-0-6,Mesoderm,Dare_Mesoderm
606-0-6,Endoderm,Dare_Endoderm
607-0-6,Neural Posterior,Dare_Neural Posterior
608-0-6,Neural Anterior,Dare_Neural Anterior
612-0-6,Neural Anterior,Dare_Neural Anterior
613-0-6,Neural Mid,Dare_Neural Mid
614-0-6,Epidermal,Dare_Epidermal
618-0-6,Mesoderm,Dare_Mesoderm
619-0-6,Neural Mid,Dare_Neural Mid
620-0-6,Neural Posterior,Dare_Neural Posterior
624-0-6,Neural Posterior,Dare_Neural Posterior
625-0-6,Neural Posterior,Dare_Neural Posterior
626-0-6,Neural Mid,Dare_Neural Mid
630-0-6,Mesoderm,Dare_Mesoderm
631-0-6,Epidermal,Dare_Epidermal
632-0-6,Neural Posterior,Dare_Neural Posterior
636-0-6,Neural Anterior,Dare_Neural Anterior
637-0-6,Epidermal,Dare_Epidermal
638-0-6,Neural Posterior,Dare_Neural Posterior
642-0-6,Neural Mid,Dare_Neural Mid
643-0-6,Neural Anterior,Dare_Neural Anterior
644-0-6,Mesoderm,Dare_Mesoderm
648-0-6,Epidermal,Dare_Epidermal
649-0-6,Neural Mid,Dare_Neural Mid
650-0-6,Mesoderm,Dare_Mesoderm
654-0-6,Neural Anterior,Dare_Neural Anterior
655-0-6,Neural Mid,Dare_Neural Mid
656-0-6,Mesoderm,Dare_Mesoderm
660-0-6,Neural Posterior,Dare_Neural Posterior
661-0-6,Neural Posterior,Dare_Neural Posterior
662-0-6,Neural Anterior,Dare_Neural Anterior
666-0-6,Neural Posterior,Dare_Neural Posterior
667-0-6,Neural Posterior,Dare_Neural Posterior
668-0-6,Neural Mid,Dare_Neural Mid
672-0-6,Mesoderm,Dare_Mesoderm
673-0-6,Neural Anterior,Dare_Neural Anterior
674-0-6,Neural Posterior,Dare_Neural Posterior
678-0-6,Neural Anterior,Dare_Neural Anterior
679-0-6,Neural Crest,Dare_Neural Crest
684-0-6,Neural Anterior,Dare_Neural Anterior
685-0-6,Neural Posterior,Dare_Neural Posterior
686-0-6,Neural Posterior,Dare_Neural Posterior
690-0-6,Neural Anterior,Dare_Neural Anterior
691-0-6,Mesoderm,Dare_Mesoderm
692-0-6,Neural Posterior,Dare_Neural Posterior
696-0-6,Mesoderm,Dare_Mesoderm
697-0-6,Neural Posterior,Dare_Neural Posterior
698-0-6,Neural Posterior,Dare_Neural Posterior
702-0-6,Neural Posterior,Dare_Neural Posterior
703-0-6,Neural Mid,Dare_Neural Mid
704-0-6,Neural Posterior,Dare_Neural Posterior
708-0-6,Mesoderm,Dare_Mesoderm
709-0-6,Neural Mid,Dare_Neural Mid
714-0-6,Neural Anterior,Dare_Neural Anterior
715-0-6,Neural Mid,Dare_Neural Mid
716-0-6,Neural Posterior,Dare_Neural Posterior
720-0-6,Mesoderm,Dare_Mesoderm
721-0-6,Neural Mid,Dare_Neural Mid
722-0-6,Neural Mid,Dare_Neural Mid
726-0-6,Epidermal,Dare_Epidermal
727-0-6,Neural Mid,Dare_Neural Mid
728-0-6,Neural Posterior,Dare_Neural Posterior
732-0-6,Neural Anterior,Dare_Neural Anterior
733-0-6,Mesoderm,Dare_Mesoderm
734-0-6,Neural Posterior,Dare_Neural Posterior
738-0-6,Neural Posterior,Dare_Neural Posterior
739-0-6,Neural Anterior,Dare_Neural Anterior
740-0-6,Neural Posterior,Dare_Neural Posterior
744-0-6,Mesoderm,Dare_Mesoderm
745-0-6,Neural Mid,Dare_Neural Mid
746-0-6,Neural Anterior,Dare_Neural Anterior
750-0-6,Neural Anterior,Dare_Neural Anterior
751-0-6,Neural Anterior,Dare_Neural Anterior
752-0-6,Neural Anterior,Dare_Neural Anterior
756-0-6,Epidermal,Dare_Epidermal
757-0-6,Neural Anterior,Dare_Neural Anterior
758-0-6,Neural Mid,Dare_Neural Mid
762-0-6,Neural Anterior,Dare_Neural Anterior
763-0-6,Neural Posterior,Dare_Neural Posterior
764-0-6,Neural Posterior,Dare_Neural Posterior
768-0-6,Neural Mid,Dare_Neural Mid
769-0-6,Neural Mid,Dare_Neural Mid
774-0-6,Mesoderm,Dare_Mesoderm
775-0-6,Neural Posterior,Dare_Neural Posterior
776-0-6,Neural Posterior,Dare_Neural Posterior
780-0-6,Mesoderm,Dare_Mesoderm
781-0-6,Neural Posterior,Dare_Neural Posterior
786-0-6,Neural Posterior,Dare_Neural Posterior
787-0-6,Mesoderm,Dare_Mesoderm
788-0-6,Neural Anterior,Dare_Neural Anterior
792-0-6,Epidermal,Dare_Epidermal
793-0-6,Neural Posterior,Dare_Neural Posterior
794-0-6,Neural Posterior,Dare_Neural Posterior
798-0-6,Neural Mid,Dare_Neural Mid
799-0-6,Neural Anterior,Dare_Neural Anterior
800-0-6,Neural Anterior,Dare_Neural Anterior
804-0-6,Neural Anterior,Dare_Neural Anterior
805-0-6,Neural Mid,Dare_Neural Mid
806-0-6,Neural Mid,Dare_Neural Mid
810-0-6,Neural Posterior,Dare_Neural Posterior
811-0-6,Neural Posterior,Dare_Neural Posterior
812-0-6,Neural Mid,Dare_Neural Mid
816-0-6,Neural Anterior,Dare_Neural Anterior
817-0-6,Neural Mid,Dare_Neural Mid
818-0-6,Neural Posterior,Dare_Neural Posterior
822-0-6,Neural Crest,Dare_Neural Crest
823-0-6,Neural Posterior,Dare_Neural Posterior
824-0-6,Neural Mid,Dare_Neural Mid
828-0-6,Neural Anterior,Dare_Neural Anterior
830-0-6,Neural Mid,Dare_Neural Mid
834-0-6,Epidermal,Dare_Epidermal
835-0-6,Neural Mid,Dare_Neural Mid
836-0-6,Neural Mid,Dare_Neural Mid
840-0-6,Neural Posterior,Dare_Neural Posterior
841-0-6,Neural Anterior,Dare_Neural Anterior
846-0-6,Endoderm,Dare_Endoderm
847-0-6,Epidermal,Dare_Epidermal
848-0-6,Neural Anterior,Dare_Neural Anterior
852-0-6,Neural Anterior,Dare_Neural Anterior
853-0-6,Neural Posterior,Dare_Neural Posterior
854-0-6,Neural Posterior,Dare_Neural Posterior
858-0-6,Mesoderm,Dare_Mesoderm
859-0-6,Neural Posterior,Dare_Neural Posterior
860-0-6,Neural Mid,Dare_Neural Mid
864-0-6,Neural Posterior,Dare_Neural Posterior
865-0-6,Neural Posterior,Dare_Neural Posterior
866-0-6,Neural Posterior,Dare_Neural Posterior
870-0-6,Mesoderm,Dare_Mesoderm
871-0-6,Neural Mid,Dare_Neural Mid
872-0-6,Neural Posterior,Dare_Neural Posterior
876-0-6,Mesoderm,Dare_Mesoderm
877-0-6,Epidermal,Dare_Epidermal
878-0-6,Neural Posterior,Dare_Neural Posterior
882-0-6,Neural Posterior,Dare_Neural Posterior
883-0-6,Neural Posterior,Dare_Neural Posterior
884-0-6,Neural Posterior,Dare_Neural Posterior
888-0-6,Epidermal,Dare_Epidermal
889-0-6,Neural Posterior,Dare_Neural Posterior
890-0-6,Neural Posterior,Dare_Neural Posterior
894-0-6,Mesoderm,Dare_Mesoderm
895-0-6,Mesoderm,Dare_Mesoderm
896-0-6,Neural Anterior,Dare_Neural Anterior
900-0-6,Epidermal,Dare_Epidermal
901-0-6,Neural Posterior,Dare_Neural Posterior
902-0-6,Neural Anterior,Dare_Neural Anterior
906-0-6,Mesoderm,Dare_Mesoderm
907-0-6,Neural Posterior,Dare_Neural Posterior
908-0-6,Neural Mid,Dare_Neural Mid
912-0-6,Epidermal,Dare_Epidermal
913-0-6,Mesoderm,Dare_Mesoderm
914-0-6,Neural Posterior,Dare_Neural Posterior
918-0-6,Neural Anterior,Dare_Neural Anterior
919-0-6,Mesoderm,Dare_Mesoderm
920-0-6,Neural Posterior,Dare_Neural Posterior
924-0-6,Neural Anterior,Dare_Neural Anterior
925-0-6,Endoderm,Dare_Endoderm
926-0-6,Neural Posterior,Dare_Neural Posterior
930-0-6,Neural Anterior,Dare_Neural Anterior
931-0-6,Neural Mid,Dare_Neural Mid
932-0-6,Neural Posterior,Dare_Neural Posterior
936-0-6,Neural Posterior,Dare_Neural Posterior
937-0-6,Neural Posterior,Dare_Neural Posterior
938-0-6,Neural Mid,Dare_Neural Mid
942-0-6,Epidermal,Dare_Epidermal
943-0-6,Epidermal,Dare_Epidermal
944-0-6,Neural Mid,Dare_Neural Mid
948-0-6,Mesoderm,Dare_Mesoderm
949-0-6,Neural Posterior,Dare_Neural Posterior
950-0-6,Neural Posterior,Dare_Neural Posterior
954-0-6,Neural Anterior,Dare_Neural Anterior
955-0-6,Neural Anterior,Dare_Neural Anterior
956-0-6,Neural Posterior,Dare_Neural Posterior
960-0-6,Neural Posterior,Dare_Neural Posterior
961-0-6,Neural Mid,Dare_Neural Mid
962-0-6,Epidermal,Dare_Epidermal
966-0-6,Neural Crest,Dare_Neural Crest
967-0-6,Neural Posterior,Dare_Neural Posterior
968-0-6,Mesoderm,Dare_Mesoderm
972-0-6,Neural Posterior,Dare_Neural Posterior
973-0-6,Neural Anterior,Dare_Neural Anterior
974-0-6,Neural Posterior,Dare_Neural Posterior
978-0-6,Neural Anterior,Dare_Neural Anterior
979-0-6,Neural Anterior,Dare_Neural Anterior
980-0-6,Neural Posterior,Dare_Neural Posterior
984-0-6,Neural Anterior,Dare_Neural Anterior
985-0-6,Epidermal,Dare_Epidermal
986-0-6,Neural Anterior,Dare_Neural Anterior
990-0-6,Neural Anterior,Dare_Neural Anterior
991-0-6,Epidermal,Dare_Epidermal
996-0-6,Neural Posterior,Dare_Neural Posterior
997-0-6,Neural Posterior,Dare_Neural Posterior
998-0-6,Neural Anterior,Dare_Neural Anterior
1002-0-6,Neural Mid,Dare_Neural Mid
1003-0-6,Neural Anterior,Dare_Neural Anterior
1008-0-6,Neural Anterior,Dare_Neural Anterior
1009-0-6,Neural Mid,Dare_Neural Mid
1010-0-6,Epidermal,Dare_Epidermal
1014-0-6,Neural Posterior,Dare_Neural Posterior
1015-0-6,Neural Posterior,Dare_Neural Posterior
1016-0-6,Neural Posterior,Dare_Neural Posterior
1020-0-6,Mesoderm,Dare_Mesoderm
1021-0-6,Neural Posterior,Dare_Neural Posterior
1022-0-6,Neural Anterior,Dare_Neural Anterior
1026-0-6,Neural Anterior,Dare_Neural Anterior
1027-0-6,Neural Posterior,Dare_Neural Posterior
1032-0-6,Mesoderm,Dare_Mesoderm
1033-0-6,Neural Posterior,Dare_Neural Posterior
1038-0-6,Neural Crest,Dare_Neural Crest
1039-0-6,Neural Posterior,Dare_Neural Posterior
1044-0-6,Neural Posterior,Dare_Neural Posterior
1045-0-6,Neural Mid,Dare_Neural Mid
1046-0-6,Neural Posterior,Dare_Neural Posterior
1050-0-6,Mesoderm,Dare_Mesoderm
1051-0-6,Neural Anterior,Dare_Neural Anterior
1056-0-6,Neural Posterior,Dare_Neural Posterior
1057-0-6,Neural Posterior,Dare_Neural Posterior
1058-0-6,Neural Mid,Dare_Neural Mid
1062-0-6,Mesoderm,Dare_Mesoderm
1063-0-6,Epidermal,Dare_Epidermal
1064-0-6,Neural Posterior,Dare_Neural Posterior
1068-0-6,Epidermal,Dare_Epidermal
1069-0-6,Neural Posterior,Dare_Neural Posterior
1070-0-6,Neural Posterior,Dare_Neural Posterior
1074-0-6,Mesoderm,Dare_Mesoderm
1075-0-6,Neural Posterior,Dare_Neural Posterior
1076-0-6,Mesoderm,Dare_Mesoderm
1080-0-6,Mesoderm,Dare_Mesoderm
1081-0-6,Neural Posterior,Dare_Neural Posterior
1082-0-6,Endoderm,Dare_Endoderm
1086-0-6,Mesoderm,Dare_Mesoderm
1088-0-6,Mesoderm,Dare_Mesoderm
1092-0-6,Neural Anterior,Dare_Neural Anterior
1093-0-6,Epidermal,Dare_Epidermal
1094-0-6,Neural Posterior,Dare_Neural Posterior
1098-0-6,Neural Posterior,Dare_Neural Posterior
1099-0-6,Neural Anterior,Dare_Neural Anterior
1104-0-6,Mesoderm,Dare_Mesoderm
1105-0-6,Mesoderm,Dare_Mesoderm
1110-0-6,Neural Anterior,Dare_Neural Anterior
1111-0-6,Mesoderm,Dare_Mesoderm
1112-0-6,Neural Posterior,Dare_Neural Posterior
1116-0-6,Neural Posterior,Dare_Neural Posterior
1117-0-6,Neural Anterior,Dare_Neural Anterior
1118-0-6,Neural Anterior,Dare_Neural Anterior
1122-0-6,Mesoderm,Dare_Mesoderm
1123-0-6,Neural Posterior,Dare_Neural Posterior
1128-0-6,Neural Mid,Dare_Neural Mid
1129-0-6,Neural Anterior,Dare_Neural Anterior
1134-0-6,Neural Anterior,Dare_Neural Anterior
1135-0-6,Neural Posterior,Dare_Neural Posterior
1140-0-6,Epidermal,Dare_Epidermal
1141-0-6,Endoderm,Dare_Endoderm
1142-0-6,Neural Posterior,Dare_Neural Posterior
1146-0-6,Mesoderm,Dare_Mesoderm
1147-0-6,Neural Mid,Dare_Neural Mid
1148-0-6,Neural Posterior,Dare_Neural Posterior
1152-0-6,Neural Crest,Dare_Neural Crest
1153-0-6,Neural Mid,Dare_Neural Mid
1154-0-6,Neural Posterior,Dare_Neural Posterior
1158-0-6,Neural Posterior,Dare_Neural Posterior
1159-0-6,Neural Posterior,Dare_Neural Posterior
1160-0-6,Neural Anterior,Dare_Neural Anterior
1164-0-6,Neural Mid,Dare_Neural Mid
1165-0-6,Neural Mid,Dare_Neural Mid
1170-0-6,Neural Anterior,Dare_Neural Anterior
1171-0-6,Mesoderm,Dare_Mesoderm
1172-0-6,Neural Mid,Dare_Neural Mid
1176-0-6,Mesoderm,Dare_Mesoderm
1177-0-6,Neural Posterior,Dare_Neural Posterior
1182-0-6,Neural Mid,Dare_Neural Mid
