"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.7677638887435e-06,0.478246851321586,0.071,0.054,0.0192102901789756,"Auco_NE, Neural cell","OG0004734"
1.76946050937234e-06,2.19621153116321,0.004,0.001,0.0192287273553492,"Auco_NE, Neural cell","OG0013411"
1.77111397483988e-06,2.15713727958476,0.004,0.001,0.019246695564585,"Auco_NE, Neural cell","OG0013107"
1.81416109019167e-06,0.370324412357277,0.083,0.064,0.0197144885671129,"Auco_NE, Neural cell","OG0004761"
1.88810605179855e-06,0.366326001636656,0.173,0.148,0.0205180484648948,"Auco_NE, Neural cell","OG0003350"
2.0371353459233e-06,0.827707689656346,0.026,0.017,0.0221375498041485,"Auco_NE, Neural cell","OG0005573"
2.04948389718538e-06,0.397086759882708,0.108,0.087,0.0222717415107135,"Auco_NE, Neural cell","OG0000814"
2.14637637236385e-06,3.506990270789,0.002,0,0.0233246720384779,"Auco_NE, Neural cell","OG0013139"
2.16968575195006e-06,0.468329539191836,0.062,0.046,0.0235779750664413,"Auco_NE, Neural cell","OG0000758"
2.17730143856434e-06,1.12623862186999,0.113,0.092,0.0236607347328787,"Auco_NE, Neural cell","OG0001625"
2.18973817567529e-06,0.259639445695856,0.285,0.257,0.0237958847550634,"Auco_NE, Neural cell","OG0013780"
2.20582214902786e-06,0.915744831707701,0.013,0.007,0.0239706692934858,"Auco_NE, Neural cell","OG0013086"
2.2641834623549e-06,0.0199104557668836,0.092,0.072,0.0246048816854107,"Auco_NE, Neural cell","OG0002310"
2.31701883016622e-06,0.43243146361227,0.106,0.085,0.0251790436274163,"Auco_NE, Neural cell","OG0007182"
2.32377856385183e-06,0.794026933194567,0.012,0.006,0.0252525016533779,"Auco_NE, Neural cell","OG0013871"
2.33293673964334e-06,0.786917797199813,0.044,0.031,0.0253520235497042,"Auco_NE, Neural cell","OG0000002"
2.34164966000185e-06,0.305301319876214,0.173,0.147,0.0254467068552401,"Auco_NE, Neural cell","OG0003716"
2.42241547496926e-06,0.916241683721747,0.022,0.013,0.026324388966491,"Auco_NE, Neural cell","OG0002185"
2.42848247677386e-06,0.936730659392868,0.014,0.007,0.0263903190751015,"Auco_NE, Neural cell","OG0011659"
2.50665486991908e-06,0.19692048896622,0.072,0.055,0.0272398184714107,"Auco_NE, Neural cell","OG0013595"
2.67583921090763e-06,1.06396609523992,0.018,0.01,0.0290783447049332,"Auco_NE, Neural cell","OG0004577"
2.69158982335248e-06,0.398367955752897,0.107,0.086,0.0292495066103714,"Auco_NE, Neural cell","OG0000462"
2.78087124467377e-06,1.60724592945552,0.01,0.005,0.0302197278158699,"Auco_NE, Neural cell","XLOC-022851#XLOC-022851"
2.80777434601057e-06,0.772419078088567,0.029,0.019,0.0305120838180969,"Auco_NE, Neural cell","OG0013170"
2.81422357029867e-06,0.518587783112801,0.049,0.035,0.0305821675384356,"Auco_NE, Neural cell","OG0004749"
2.81760010450185e-06,0.522011157582768,0.179,0.154,0.0306188603356216,"Auco_NE, Neural cell","OG0002595"
2.84016375451653e-06,0.557202469456995,0.039,0.027,0.0308640595203311,"Auco_NE, Neural cell","OG0001741"
2.8775297182097e-06,0.530725356717505,0.064,0.048,0.0312701154477848,"Auco_NE, Neural cell","OG0002433"
3.00107046209791e-06,0.672579978797041,0.133,0.111,0.032612632711618,"Auco_NE, Neural cell","OG0000278"
3.05998628703442e-06,0.549183705760715,0.043,0.03,0.0332528709812031,"Auco_NE, Neural cell","OG0001657"
3.1654122942639e-06,0.421331980606642,0.08,0.062,0.0343985354017659,"Auco_NE, Neural cell","OG0000293"
3.19645689922397e-06,0.23876839504915,0.3,0.271,0.0347358971238669,"Auco_NE, Neural cell","OG0007793"
3.21353775646449e-06,0.461937540466102,0.075,0.058,0.0349215147994996,"Auco_NE, Neural cell","OG0008826"
3.21505097095818e-06,0.720991343361695,0.027,0.017,0.0349379589014025,"Auco_NE, Neural cell","OG0003932"
3.36938605487709e-06,0.385029119570485,0.075,0.058,0.0366151182583493,"Auco_NE, Neural cell","OG0001549"
3.55202269456796e-06,1.63796269288093,0.006,0.002,0.0385998306218701,"Auco_NE, Neural cell","OG0004218"
3.55979845895158e-06,2.86812584310499,0.003,0.001,0.0386843298534269,"Auco_NE, Neural cell","XLOC-016601#XLOC-016601"
3.60058828807721e-06,2.01097275770515,0.003,0.001,0.0391275929265351,"Auco_NE, Neural cell","OG0014048"
3.88826319470647e-06,0.601156887097311,0.05,0.036,0.0422537561368753,"Auco_NE, Neural cell","OG0003044"
3.90968342222218e-06,0.545657027282369,0.075,0.059,0.0424865297492885,"Auco_NE, Neural cell","XLOC-026623#XLOC-026623"
3.98713304825373e-06,0.30802340958076,0.095,0.075,0.0433281748353733,"Auco_NE, Neural cell","OG0001617"
4.14724114877241e-06,0.814004781472243,0.016,0.009,0.0450680695637098,"Auco_NE, Neural cell","OG0006978"
4.17189882502727e-06,0.701621044452593,0.03,0.02,0.0453360245315714,"Auco_NE, Neural cell","OG0005826"
4.25730656014502e-06,0.422223139910193,0.102,0.082,0.046264150389096,"Auco_NE, Neural cell","OG0003169"
4.31636820119628e-06,0.913684298065547,0.051,0.037,0.0469059732424,"Auco_NE, Neural cell","OG0002623"
4.74910057641074e-06,0.170224782746396,0.434,0.407,0.0516084759638555,"Auco_NE, Neural cell","OG0011324"
4.85537254226228e-06,0.678877778889006,0.036,0.025,0.0527633334167642,"Auco_NE, Neural cell","OG0003080"
4.98434602366292e-06,1.10923743332462,0.012,0.022,0.054164888239145,"Auco_NE, Neural cell","OG0003382"
5.01636185389659e-06,0.675040683305571,0.031,0.021,0.0545128042662943,"Auco_NE, Neural cell","OG0003015"
5.06224163635491e-06,0.624963935966409,0.051,0.037,0.0550113798622688,"Auco_NE, Neural cell","OG0002016"
5.36571894566424e-06,0.996903625509425,0.016,0.009,0.0583092677825333,"Auco_NE, Neural cell","XLOC-002953#XLOC-002953"
5.43822112520709e-06,0.501634704444911,0.065,0.049,0.0590971489676255,"Auco_NE, Neural cell","OG0003867"
5.4785890527649e-06,1.08688492242972,0.015,0.008,0.0595358272363962,"Auco_NE, Neural cell","OG0003426"
5.60986242224895e-06,0.602536109032455,0.059,0.044,0.0609623749425794,"Auco_NE, Neural cell","OG0006585"
5.63263026226941e-06,0.522693161124489,0.034,0.023,0.0612097930600816,"Auco_NE, Neural cell","OG0001372"
